Frame,Left,Right,Count,DistinctFillers,TopFiller,TopFillerShare,FillerEntropy,SiteCount,RegionCount,TypeCount,SealPct,CompletePct,NameSlotScore,Examples
315|<END>,315,<END>,8,8,921-070-760-740,0.125,1.0,3,3,2,1.0,0.75,0.7245,294.1/H-161/Harappa; 1137.1/H-80/Harappa; 2012.1/L-39/Lothal; 2795.1/M-274/Mohenjo-daro; 3394.1/M-1002/Mohenjo-daro
<START>|838,<START>,838,11,9,240,0.2727,0.955,4,2,4,0.7273,0.7273,0.7217,63.1/C-64/Chanhu-daro; 622.1/H-1709/Harappa; 934.1/H-1707/Harappa; 1882.1/K-7/Kalibangan; 2316.1/M-1821/Mohenjo-daro
320|<END>,320,<END>,17,9,920-740,0.2941,0.8975,3,3,5,0.7059,0.7059,0.7214,259.1/H-1051/Harappa; 569.2/H-1922/Harappa; 1082.1/H-22/Harappa; 1105.1/H-46/Harappa; 1273.1/H-248/Harappa
460|740,460,740,12,9,798,0.3333,0.9206,2,2,4,0.75,0.75,0.7213,1630.1/H-728/Harappa; 1632.1/H-730/Harappa; 2470.1/M-1972/Mohenjo-daro; 2497.1/M-1679/Mohenjo-daro; 2579.1/M-51/Mohenjo-daro
491|<END>,491,<END>,12,9,817-740-400,0.25,0.9534,3,3,5,0.4167,1.0,0.7211,414.2/H-1915/Harappa; 453.2/H-1909/Harappa; 454.1/H-1778/Harappa; 801.2/H-2173/Harappa; 1007.1/H-1726/Harappa
111|<END>,111,<END>,10,9,861,0.2,0.9849,5,2,3,0.8,0.6,0.7198,1972.1/Kd-7/Kot-Diji; 2003.1/L-26/Lothal; 2134.1/L-218/Lothal; 2595.1/M-67/Mohenjo-daro; 2622.1/M-95/Mohenjo-daro
350|002,350,002,8,7,297,0.25,0.9796,3,1,2,1.0,1.0,0.7194,19.1/Blk-1/Bala-kot; 2577.1/M-49/Mohenjo-daro; 2594.1/M-66/Mohenjo-daro; 2765.1/M-242/Mohenjo-daro; 2774.1/M-251/Mohenjo-daro
<START>|093,<START>,093,7,7,808,0.1429,1.0,5,5,2,1.0,1.0,0.7191,129.1/-/Dholavira; 1898.1/K-24/Kalibangan; 2255.1/M-1765/Mohenjo-daro; 2650.1/M-123/Mohenjo-daro; 3373.1/M-980/Mohenjo-daro
817|527,817,527,7,7,002-806-235-233-555,0.1429,1.0,2,2,2,1.0,1.0,0.7191,1081.1/H-21/Harappa; 1449.1/H-459/Harappa; 2243.1/M-940/Mohenjo-daro; 2359.1/M-1693/Mohenjo-daro; 2570.1/M-42/Mohenjo-daro
<START>|243,<START>,243,7,7,950,0.1429,1.0,2,2,2,1.0,1.0,0.7191,1125.1/H-66/Harappa; 2346.1/M-1714/Mohenjo-daro; 2553.1/M-25/Mohenjo-daro; 2686.1/M-160/Mohenjo-daro; 3078.1/M-627/Mohenjo-daro
820|705,820,705,7,7,002-806-240-233,0.1429,1.0,2,2,2,1.0,1.0,0.7191,1564.1/H-649/Harappa; 2478.1/M-1906/Mohenjo-daro; 2578.1/M-50/Mohenjo-daro; 2582.1/M-54/Mohenjo-daro; 2613.1/M-86/Mohenjo-daro
798|033,798,033,11,8,240-705,0.1818,0.9713,3,2,3,0.8182,0.8182,0.719,95.1/C-7/Chanhu-daro; 1103.1/H-44/Harappa; 1575.1/H-660/Harappa; 2360.1/M-1971/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro
817|390,817,390,16,7,002-004,0.3125,0.9101,4,3,2,0.875,1.0,0.7183,61.1/C-66/Chanhu-daro; 401.1/H-2003/Harappa; 951.1/-/Dholavira; 1113.1/H-54/Harappa; 1412.1/H-407/Harappa
741|090,741,090,28,10,001-055-220-740,0.3929,0.7313,5,4,5,0.3214,1.0,0.7174,321.1/-/Unknown; 677.1/H-2024/Harappa; 800.1/H-1935/Harappa; 807.1/H-1934/Harappa; 842.1/H-2026/Harappa
032|001,032,001,9,8,877-740,0.2222,0.9826,3,3,3,0.8889,0.7778,0.7166,814.1/H-2134/Harappa; 1087.1/H-27/Harappa; 1184.1/H-143/Harappa; 2212.1/M-165/Mohenjo-daro; 2313.1/M-1763/Mohenjo-daro
741|100,741,100,9,8,415,0.2222,0.9826,3,3,3,0.7778,0.8889,0.7166,1134.1/H-76/Harappa; 1137.1/H-80/Harappa; 1440.1/H-450/Harappa; 2219.1/M-1881/Mohenjo-daro; 2647.1/M-120/Mohenjo-daro
803|705,803,705,9,8,235-233,0.2222,0.9826,3,3,2,0.8889,0.7778,0.7166,1661.1/H-769/Harappa; 2644.1/M-117/Mohenjo-daro; 2645.1/M-118/Mohenjo-daro; 3139.1/M-714/Mohenjo-daro; 3227.1/M-814/Mohenjo-daro
820|032,820,032,20,9,002,0.55,0.7316,3,2,2,1.0,0.7,0.7157,507.1/H-1681/Harappa; 1078.1/H-18/Harappa; 1144.1/H-88/Harappa; 1485.1/H-507/Harappa; 2229.1/M-1737/Mohenjo-daro
861|705,861,705,11,8,002,0.3636,0.9107,2,2,3,0.9091,0.8182,0.7129,2178.1/M-1696/Mohenjo-daro; 2257.1/M-656/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro; 2600.1/M-72/Mohenjo-daro; 2627.1/M-100/Mohenjo-daro
<START>|844,<START>,844,9,9,861-002-840-032,0.1111,1.0,4,2,4,0.7778,0.5556,0.7126,18.1/-/Bakkar Buthi; 66.1/C-69/Chanhu-daro; 116.1/C-34/Chanhu-daro; 2059.1/L-110/Lothal; 2220.1/M-1675/Mohenjo-daro
527|<END>,527,<END>,11,9,400,0.2727,0.955,5,3,4,0.8182,0.5455,0.7126,1081.1/H-21/Harappa; 1729.1/H-843/Harappa; 1985.1/L-2/Lothal; 2294.1/M-1917/Mohenjo-daro; 2568.1/M-40/Mohenjo-daro
<START>|406,<START>,406,8,8,125,0.125,1.0,4,3,3,0.75,0.875,0.712,1109.1/H-50/Harappa; 1109.1/H-50/Harappa; 2005.1/L-28/Lothal; 2161.1/M-2061/Mohenjo-daro; 2528.1/M-1961/Mohenjo-daro
<START>|927,<START>,927,8,8,235,0.125,1.0,3,3,2,0.875,0.75,0.712,1313.1/H-291/Harappa; 2364.1/M-1893/Mohenjo-daro; 2459.1/M-1882/Mohenjo-daro; 3296.1/M-890/Mohenjo-daro; 3346.1/M-951/Mohenjo-daro
820|001,820,001,8,8,595,0.125,1.0,3,3,3,0.875,0.75,0.712,2047.1/L-93/Lothal; 2213.1/M-235/Mohenjo-daro; 2791.1/M-268/Mohenjo-daro; 2819.1/M-300/Mohenjo-daro; 3084.1/M-634/Mohenjo-daro
220|032,220,032,13,10,840,0.2308,0.9575,6,4,6,0.4615,0.5385,0.7089,116.1/C-34/Chanhu-daro; 116.1/C-34/Chanhu-daro; 1020.1/H-1657/Harappa; 1522.1/H-569/Harappa; 2041.1/L-87/Lothal
013|740,013,740,23,10,840,0.6087,0.6641,8,4,7,0.6087,0.8696,0.7078,11.1/Ad-6/Allahdino; 123.1/Dlp-1/Desalpur; 126.1/-/Dholavira; 835.1/H-2112/Harappa; 885.1/H-1711/Harappa
<START>|772,<START>,772,8,7,817-002,0.25,0.9796,2,2,2,1.0,0.875,0.7069,1075.1/H-14/Harappa; 2348.1/M-1988/Mohenjo-daro; 2679.1/M-152/Mohenjo-daro; 3132.1/M-705/Mohenjo-daro; 3308.1/M-903/Mohenjo-daro
060|233,060,233,8,7,803,0.25,0.9796,4,3,2,1.0,0.875,0.7069,1077.1/H-17/Harappa; 2041.1/L-87/Lothal; 2478.1/M-1906/Mohenjo-daro; 2696.1/M-171/Mohenjo-daro; 2892.1/M-396/Mohenjo-daro
001|031,001,031,9,8,904,0.2222,0.9826,6,4,5,0.6667,0.8889,0.7055,228.1/-/Harappa; 229.1/H-1312/Harappa; 1972.1/Kd-7/Kot-Diji; 2332.1/M-1741/Mohenjo-daro; 3252.1/M-840/Mohenjo-daro
002|003,002,003,9,8,070,0.2222,0.9826,3,3,3,0.8889,0.6667,0.7055,543.1/-/Harappa; 1020.1/H-1657/Harappa; 1182.1/H-141/Harappa; 2854.1/M-358/Mohenjo-daro; 2880.1/M-384/Mohenjo-daro
920|001,920,001,7,7,060,0.1429,1.0,3,2,2,1.0,0.8571,0.7049,99.1/C-11/Chanhu-daro; 932.1/H-1710/Harappa; 2227.1/M-1975/Mohenjo-daro; 2493.1/M-709/Mohenjo-daro; 2611.1/M-84/Mohenjo-daro
861|090,861,090,7,7,002-103-740,0.1429,1.0,2,2,1,1.0,0.8571,0.7049,284.1/H-1030/Harappa; 2240.1/M-1674/Mohenjo-daro; 2543.1/M-15/Mohenjo-daro; 2627.1/M-100/Mohenjo-daro; 2724.1/M-199/Mohenjo-daro
<START>|773,<START>,773,7,7,861-002-806-231,0.1429,1.0,2,2,3,0.8571,1.0,0.7049,1176.1/H-135/Harappa; 2534.1/M-5/Mohenjo-daro; 3041.1/M-571/Mohenjo-daro; 3133.1/M-706/Mohenjo-daro; 3173.1/M-750/Mohenjo-daro
190|<END>,190,<END>,7,7,409,0.1429,1.0,4,4,2,1.0,0.8571,0.7049,2018.1/L-47/Lothal; 2226.1/M-1692/Mohenjo-daro; 2680.1/M-153/Mohenjo-daro; 3088.1/M-639/Mohenjo-daro; 3461.1/M-1087/Mohenjo-daro
368|520,368,520,7,7,220,0.1429,1.0,3,3,1,1.0,0.8571,0.7049,2485.1/M-1687/Mohenjo-daro; 3081.1/M-631/Mohenjo-daro; 3219.1/M-806/Mohenjo-daro; 3299.1/M-894/Mohenjo-daro; 3507.1/M-1141/Mohenjo-daro
740|032,740,032,12,8,031,0.3333,0.9172,3,2,3,0.75,0.8333,0.7038,70.1/C-70/Chanhu-daro; 71.1/C-53/Chanhu-daro; 72.1/C-76/Chanhu-daro; 72.1/C-76/Chanhu-daro; 73.1/C-68/Chanhu-daro
368|390,368,390,10,8,330-741-590,0.2,0.974,5,3,2,0.6,0.9,0.7021,20.1/Blk-2/Bala-kot; 109.1/C-22/Chanhu-daro; 1113.1/H-54/Harappa; 1214.1/H-180/Harappa; 1214.2/H-180/Harappa
236|<END>,236,<END>,15,9,400,0.4667,0.8192,4,3,5,0.5333,0.9333,0.702,197.1/H-1434/Harappa; 560.2/H-1873/Harappa; 751.2/H-1872/Harappa; 812.2/H-2155/Harappa; 927.2/H-1941/Harappa
803|220,803,220,25,9,415,0.52,0.757,4,3,4,0.44,0.96,0.7018,130.1/-/Dholavira; 291.1/-/Harappa; 485.2/H-1953/Harappa; 1094.1/H-35/Harappa; 1294.1/H-270/Harappa
530|<END>,530,<END>,9,9,032-850-031-032,0.1111,1.0,3,2,4,0.5556,0.6667,0.7015,72.1/C-76/Chanhu-daro; 82.1/C-57/Chanhu-daro; 1079.1/H-19/Harappa; 1158.1/H-1005/Harappa; 1548.1/H-608/Harappa
817|233,817,233,16,8,002,0.5,0.7917,6,3,2,1.0,0.75,0.7012,87.1/C-67/Chanhu-daro; 123.1/Dlp-1/Desalpur; 1081.1/H-21/Harappa; 1178.1/H-137/Harappa; 1472.1/H-484/Harappa
<START>|530,<START>,530,11,9,820,0.1818,0.9766,5,3,4,0.5455,0.6364,0.6998,72.1/C-76/Chanhu-daro; 1079.1/H-19/Harappa; 1158.1/H-1005/Harappa; 1665.1/H-773/Harappa; 1882.1/K-7/Kalibangan
817|220,817,220,14,8,002-032,0.3571,0.8795,3,2,2,1.0,0.5714,0.6996,98.1/C-10/Chanhu-daro; 223.1/H-1042/Harappa; 1073.1/H-12/Harappa; 1555.1/H-640/Harappa; 2268.1/M-1709/Mohenjo-daro
090|740,090,740,8,8,066,0.125,1.0,2,2,4,0.75,0.75,0.6995,338.1/-/Harappa; 554.2/H-1906/Harappa; 2354.1/M-1770/Mohenjo-daro; 2823.1/M-304/Mohenjo-daro; 3089.1/M-644/Mohenjo-daro
626|<END>,626,<END>,8,8,740,0.125,1.0,4,3,3,0.875,0.625,0.6995,1084.1/H-24/Harappa; 1361.1/H-340/Harappa; 1581.1/H-666/Harappa; 2012.1/L-39/Lothal; 2760.1/M-237/Mohenjo-daro
<START>|794,<START>,794,8,8,820-002-220-630,0.125,1.0,3,3,4,0.75,0.75,0.6995,1190.1/H-149/Harappa; 2616.1/M-89/Mohenjo-daro; 2892.1/M-396/Mohenjo-daro; 3264.1/M-852/Mohenjo-daro; 3465.1/M-1091/Mohenjo-daro
<START>|104,<START>,104,8,8,820-002,0.125,1.0,5,4,5,0.625,0.875,0.6995,1269.1/H-244/Harappa; 2010.1/L-37/Lothal; 2128.1/L-210/Lothal; 2862.1/M-366/Mohenjo-daro; 3481.1/M-1110/Mohenjo-daro
920|100,920,100,8,8,156-002-003-140,0.125,1.0,3,3,4,0.75,0.75,0.6995,2310.1/M-1810/Mohenjo-daro; 2493.1/M-709/Mohenjo-daro; 2859.1/M-363/Mohenjo-daro; 2921.1/M-427/Mohenjo-daro; 3091.1/M-647/Mohenjo-daro
070|740,070,740,10,7,760,0.3,0.9427,2,2,3,0.9,0.9,0.6992,294.1/H-161/Harappa; 601.1/H-2021/Harappa; 1540.1/H-597/Harappa; 1540.2/H-597/Harappa; 2224.1/M-1676/Mohenjo-daro
<START>|877,<START>,877,11,8,032,0.3636,0.9107,5,5,4,0.8182,0.7273,0.6947,1087.1/H-27/Harappa; 1184.1/H-143/Harappa; 1432.1/H-442/Harappa; 1533.1/H-586/Harappa; 2138.1/L-222/Lothal
<START>|072,<START>,072,9,8,219,0.2222,0.9826,3,2,4,0.6667,0.7778,0.6944,11.1/Ad-6/Allahdino; 836.2/H-2107/Harappa; 1257.1/H-230/Harappa; 1704.2/H-815/Harappa; 2229.1/M-1737/Mohenjo-daro
861|100,861,100,8,7,002-415,0.25,0.9796,3,2,3,0.875,0.875,0.6944,62.1/C-65/Chanhu-daro; 2136.1/L-220/Lothal; 2606.1/M-79/Mohenjo-daro; 2618.1/M-91/Mohenjo-daro; 2724.1/M-199/Mohenjo-daro
<START>|504,<START>,504,8,7,920-060-741-350,0.25,0.9796,3,2,2,0.75,1.0,0.6944,491.2/H-2127/Harappa; 589.2/H-2128/Harappa; 1404.1/H-391/Harappa; 1877.1/K-1/Kalibangan; 2224.1/M-1676/Mohenjo-daro
817|100,817,100,8,7,002-240-415,0.25,0.9796,3,3,4,0.75,1.0,0.6944,1007.1/H-1726/Harappa; 2283.1/M-1746/Mohenjo-daro; 2643.1/M-116/Mohenjo-daro; 2671.1/M-144/Mohenjo-daro; 2956.1/M-471/Mohenjo-daro
703|740,703,740,8,7,615,0.25,0.9796,4,3,2,0.875,0.875,0.6944,1064.1/H-3/Harappa; 1143.1/H-87/Harappa; 2133.2/L-217/Lothal; 2363.1/M-1815/Mohenjo-daro; 2399.1/M-1787/Mohenjo-daro
002|555,002,555,8,7,235,0.25,0.9796,4,4,3,0.875,0.875,0.6944,1081.1/H-21/Harappa; 1449.1/H-459/Harappa; 2043.1/L-89/Lothal; 2359.1/M-1693/Mohenjo-daro; 2608.1/M-81/Mohenjo-daro
001|806,001,806,8,7,468,0.25,0.9796,3,3,3,1.0,0.75,0.6944,1087.1/H-27/Harappa; 1184.1/H-143/Harappa; 1199.1/H-158/Harappa; 2218.1/M-1683/Mohenjo-daro; 2853.1/M-357/Mohenjo-daro
<START>|831,<START>,831,8,7,165,0.25,0.9796,4,4,4,0.875,0.875,0.6944,1099.1/H-40/Harappa; 1594.1/H-688/Harappa; 2153.1/-/Luristan; 2200.1/M-2003/Mohenjo-daro; 2573.1/M-45/Mohenjo-daro
482|<END>,482,<END>,37,10,740,0.6216,0.5955,4,3,5,0.4324,0.8649,0.6933,65.1/C-59/Chanhu-daro; 729.2/H-2010/Harappa; 937.2/H-2011/Harappa; 1019.1/H-2012/Harappa; 1021.1/H-1774/Harappa
440|740,440,740,14,8,760,0.4286,0.8522,3,2,5,0.7857,0.7857,0.6928,1063.1/H-2/Harappa; 1161.1/H-101/Harappa; 1650.1/H-757/Harappa; 1651.1/H-758/Harappa; 2225.1/M-1923/Mohenjo-daro
550|220,550,220,7,7,368-002,0.1429,1.0,4,3,3,0.8571,0.8571,0.6906,27.1/B-1/Banawali; 53.1/Ch-1/Chandigarh; 1080.1/H-20/Harappa; 2635.1/M-108/Mohenjo-daro; 2779.1/M-256/Mohenjo-daro
920|031,920,031,7,7,060,0.1429,1.0,3,2,2,0.8571,0.8571,0.6906,64.1/C-54/Chanhu-daro; 64.1/C-54/Chanhu-daro; 100.1/C-12/Chanhu-daro; 1404.1/H-391/Harappa; 2693.1/M-168/Mohenjo-daro
455|740,455,740,7,7,002-061,0.1429,1.0,4,3,1,1.0,0.7143,0.6906,513.1/H-1671/Harappa; 1882.1/K-7/Kalibangan; 1987.1/L-5/Lothal; 2413.1/M-1796/Mohenjo-daro; 2589.1/M-61/Mohenjo-daro
031|368,031,368,7,7,705-033,0.1429,1.0,3,3,2,1.0,0.7143,0.6906,1388.1/H-369/Harappa; 2393.1/M-1745/Mohenjo-daro; 2393.1/M-1745/Mohenjo-daro; 3384.1/M-992/Mohenjo-daro; 3916.1/H-1022/Harappa
032|033,032,033,7,7,172-002-705,0.1429,1.0,4,3,3,0.8571,0.8571,0.6906,1445.1/H-455/Harappa; 1950.1/K-96/Kalibangan; 2837.1/M-319/Mohenjo-daro; 3081.1/M-631/Mohenjo-daro; 3114.1/M-675/Mohenjo-daro
031|220,031,220,7,7,125-455,0.1429,1.0,3,3,2,1.0,0.7143,0.6906,2195.1/M-1749/Mohenjo-daro; 2231.1/M-1688/Mohenjo-daro; 2400.1/M-1713/Mohenjo-daro; 2663.1/M-136/Mohenjo-daro; 2735.1/M-211/Mohenjo-daro
<START>|401,<START>,401,7,7,698,0.1429,1.0,1,1,3,1.0,0.7143,0.6906,2222.1/M-1824/Mohenjo-daro; 2830.1/M-311/Mohenjo-daro; 2835.1/M-317/Mohenjo-daro; 2869.1/M-373/Mohenjo-daro; 3360.1/M-967/Mohenjo-daro
<START>|066,<START>,066,12,10,090-942,0.25,0.9599,4,4,7,0.4167,0.4167,0.6894,338.1/-/Harappa; 2282.1/M-1879/Mohenjo-daro; 2298.1/M-1758/Mohenjo-daro; 2967.2/M-483/Mohenjo-daro; 2968.2/M-484/Mohenjo-daro
233|520,233,520,13,7,705-033,0.4615,0.8383,4,3,2,1.0,0.8462,0.6887,138.1/-/Dholavira; 1564.1/H-649/Harappa; 1989.1/L-10/Lothal; 2389.1/M-1681/Mohenjo-daro; 2473.1/M-1665/Mohenjo-daro
820|231,820,231,9,7,060,0.2222,0.9708,4,3,3,0.8889,0.7778,0.6886,705.1/H-2264/Harappa; 1086.1/H-26/Harappa; 2345.1/M-1804/Mohenjo-daro; 2613.1/M-86/Mohenjo-daro; 2832.1/M-314/Mohenjo-daro
861|590,861,590,9,6,002,0.3333,0.9359,3,3,3,1.0,1.0,0.6882,537.1/H-1692/Harappa; 1175.1/H-134/Harappa; 1540.1/H-597/Harappa; 1540.2/H-597/Harappa; 3226.1/M-813/Mohenjo-daro
002|416,002,416,6,6,803,0.1667,1.0,3,3,3,1.0,1.0,0.6881,130.1/-/Dholavira; 2313.1/M-1763/Mohenjo-daro; 3506.1/M-1139/Mohenjo-daro; 3574.1/M-1267/Mohenjo-daro; 3589.1/M-1284/Mohenjo-daro
002|061,002,061,6,6,140,0.1667,1.0,2,2,2,1.0,1.0,0.6881,626.1/H-1662/Harappa; 1081.1/H-21/Harappa; 1170.1/H-129/Harappa; 1190.1/H-149/Harappa; 2398.1/M-1883/Mohenjo-daro
820|090,820,090,6,6,002-101-740,0.1667,1.0,5,3,1,1.0,1.0,0.6881,1104.1/H-45/Harappa; 1891.1/K-16/Kalibangan; 2783.1/M-260/Mohenjo-daro; 3276.1/M-865/Mohenjo-daro; 3853.1/Ns-5/Nausharo
741|033,741,033,6,6,390-741-031-705,0.1667,1.0,3,3,2,1.0,1.0,0.6881,1388.1/H-369/Harappa; 1388.1/H-369/Harappa; 2463.1/M-1834/Mohenjo-daro; 2666.1/M-139/Mohenjo-daro; 3985.1/M-1736/Mohenjo-daro
032|350,032,350,6,6,590-741,0.1667,1.0,2,2,1,1.0,1.0,0.6881,1492.1/H-515/Harappa; 2390.1/M-1707/Mohenjo-daro; 2405.1/M-1767/Mohenjo-daro; 2549.1/M-21/Mohenjo-daro; 2720.1/M-195/Mohenjo-daro
031|100,031,100,6,6,575-002-233,0.1667,1.0,3,3,2,1.0,1.0,0.6881,1986.1/L-4/Lothal; 2365.1/M-1982/Mohenjo-daro; 2735.1/M-211/Mohenjo-daro; 3163.1/M-739/Mohenjo-daro; 3179.1/M-756/Mohenjo-daro
032|760,032,760,6,6,390-741-001,0.1667,1.0,1,1,1,1.0,1.0,0.6881,2212.1/M-165/Mohenjo-daro; 2229.1/M-1737/Mohenjo-daro; 2290.1/M-1791/Mohenjo-daro; 2745.1/M-221/Mohenjo-daro; 2795.1/M-274/Mohenjo-daro
032|590,032,590,7,6,070,0.2857,0.9755,4,3,2,1.0,1.0,0.688,135.1/-/Dholavira; 1540.1/H-597/Harappa; 1540.2/H-597/Harappa; 2063.1/L-114/Lothal; 2888.1/M-392/Mohenjo-daro
705|002,705,002,7,6,390,0.2857,0.9755,3,3,2,1.0,1.0,0.688,1456.1/H-468/Harappa; 2270.1/M-1668/Mohenjo-daro; 2297.1/M-1772/Mohenjo-daro; 2855.1/M-359/Mohenjo-daro; 3516.1/M-1155/Mohenjo-daro
360|<END>,360,<END>,8,8,293-002-003-405,0.125,1.0,3,2,5,0.625,0.75,0.687,623.1/H-1706/Harappa; 679.3/H-2217/Harappa; 1944.1/K-89/Kalibangan; 2656.1/M-129/Mohenjo-daro; 3327.1/M-932/Mohenjo-daro
794|<END>,794,<END>,10,8,740,0.3,0.9488,4,3,6,0.6,0.8,0.6858,1190.1/H-149/Harappa; 1623.1/H-720/Harappa; 2564.1/M-36/Mohenjo-daro; 2616.1/M-89/Mohenjo-daro; 2892.1/M-396/Mohenjo-daro
220|390,220,390,11,8,590,0.3636,0.9107,7,5,5,0.7273,0.7273,0.6856,116.1/C-34/Chanhu-daro; 121.1/C-40/Chanhu-daro; 1139.1/H-82/Harappa; 1971.1/-/Kish; 2122.1/L-202/Lothal
072|<END>,072,<END>,12,8,520,0.4167,0.8725,3,3,4,0.6667,0.8333,0.6843,37.1/B-17/Banawali; 836.2/H-2107/Harappa; 1227.1/H-196/Harappa; 1257.1/H-230/Harappa; 1704.2/H-815/Harappa
484|<END>,484,<END>,12,8,337-740,0.4167,0.8725,3,3,4,0.6667,0.8333,0.6843,42.1/B-24/Banawali; 483.1/H-2362/Harappa; 1247.1/H-216/Harappa; 1248.1/H-217/Harappa; 1431.1/H-441/Harappa
140|400,140,400,9,8,061-740,0.2222,0.9826,2,2,6,0.4444,0.8889,0.6832,264.1/H-1287/Harappa; 382.2/H-1894/Harappa; 921.2/H-1929/Harappa; 2356.1/M-2098/Mohenjo-daro; 2411.1/M-1725/Mohenjo-daro
220|590,220,590,23,9,318-920-255-436-690,0.4783,0.7679,4,4,4,0.2609,0.9565,0.6826,291.1/-/Harappa; 491.1/H-2127/Harappa; 586.1/H-2194/Harappa; 589.1/H-2128/Harappa; 632.1/H-2193/Harappa
806|033,806,033,11,7,706,0.2727,0.9243,2,2,3,0.7273,0.9091,0.6822,1169.1/H-103/Harappa; 1171.1/H-130/Harappa; 1401.1/H-388/Harappa; 1564.1/H-649/Harappa; 2217.1/-/Mohenjo-daro
405|740,405,740,8,7,798,0.25,0.9796,3,2,3,0.875,0.75,0.6819,1082.1/H-22/Harappa; 1083.1/H-23/Harappa; 2247.1/-/Mohenjo-daro; 2562.1/M-34/Mohenjo-daro; 2569.1/M-41/Mohenjo-daro
632|002,632,002,8,7,125-390,0.25,0.9796,2,2,2,1.0,0.625,0.6819,1399.1/H-385/Harappa; 2226.1/M-1692/Mohenjo-daro; 2566.1/M-38/Mohenjo-daro; 2646.1/M-119/Mohenjo-daro; 2855.1/M-359/Mohenjo-daro
906|<END>,906,<END>,9,9,002-861,0.1111,1.0,4,3,4,0.5556,0.4444,0.6793,78.1/C-71/Chanhu-daro; 1904.1/K-30/Kalibangan; 2334.1/-/Mohenjo-daro; 2552.1/M-24/Mohenjo-daro; 2936.1/M-451/Mohenjo-daro
235|527,235,527,11,6,233-555,0.2727,0.9335,3,3,2,1.0,0.8182,0.6777,1081.1/H-21/Harappa; 2020.1/L-51/Lothal; 2043.1/L-89/Lothal; 2181.1/M-1847/Mohenjo-daro; 2294.1/M-1917/Mohenjo-daro
741|032,741,032,9,7,840,0.2222,0.9708,2,1,2,0.5556,1.0,0.6775,72.1/C-76/Chanhu-daro; 72.1/C-76/Chanhu-daro; 2403.1/M-1690/Mohenjo-daro; 2640.1/M-113/Mohenjo-daro; 2764.1/M-241/Mohenjo-daro
014|<END>,014,<END>,7,7,220,0.1429,1.0,5,4,3,0.7143,0.8571,0.6763,28.1/B-3/Banawali; 75.1/C-79/Chanhu-daro; 640.2/H-2108/Harappa; 658.1/H-1946/Harappa; 1459.1/H-472/Harappa
390|390,390,390,7,7,368-032,0.1429,1.0,4,3,3,0.7143,0.8571,0.6763,109.1/C-22/Chanhu-daro; 519.2/H-2186/Harappa; 1439.1/H-449/Harappa; 2354.1/M-1770/Mohenjo-daro; 2658.1/M-131/Mohenjo-daro
015|<END>,015,<END>,7,7,140-822,0.1429,1.0,4,3,5,0.5714,1.0,0.6763,113.1/C-30/Chanhu-daro; 490.2/H-2184/Harappa; 1630.1/H-728/Harappa; 2051.1/L-97/Lothal; 2084.1/L-142/Lothal
220|031,220,031,7,7,803-032-844-390,0.1429,1.0,4,3,4,0.8571,0.7143,0.6763,116.1/C-34/Chanhu-daro; 1889.1/K-14/Kalibangan; 2332.1/M-1741/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro; 2908.1/M-412/Mohenjo-daro
<START>|804,<START>,804,7,7,219-740,0.1429,1.0,2,2,2,0.7143,0.8571,0.6763,225.1/-/Harappa; 1060.1/H-1050/Harappa; 1271.1/H-246/Harappa; 2248.1/M-1849/Mohenjo-daro; 2773.1/M-250/Mohenjo-daro
<START>|267,<START>,267,7,7,692-060-832-811,0.1429,1.0,4,4,3,0.8571,0.7143,0.6763,1183.1/H-142/Harappa; 2539.1/M-10/Mohenjo-daro; 2738.1/M-214/Mohenjo-daro; 2976.2/M-495/Mohenjo-daro; 3317.1/M-920/Mohenjo-daro
746|<END>,746,<END>,7,7,130-400,0.1429,1.0,2,2,2,1.0,0.5714,0.6763,2250.1/M-1981/Mohenjo-daro; 2317.1/M-1977/Mohenjo-daro; 2874.1/M-378/Mohenjo-daro; 3082.1/M-632/Mohenjo-daro; 3107.1/M-668/Mohenjo-daro
220|220,220,220,7,7,032,0.1429,1.0,3,3,1,1.0,0.5714,0.6763,2292.1/M-1706/Mohenjo-daro; 2400.1/M-1713/Mohenjo-daro; 2403.1/M-1690/Mohenjo-daro; 2475.1/M-1841/Mohenjo-daro; 3861.1/Pbm-1/Pabumath
<START>|136,<START>,136,10,8,031,0.3,0.9488,4,3,4,0.4,0.9,0.6758,2669.1/M-142/Mohenjo-daro; 2971.1/M-488/Mohenjo-daro; 3520.1/M-1160/Mohenjo-daro; 3900.1/-/Kanmer; 3901.1/-/Kanmer
556|<END>,556,<END>,8,8,534,0.125,1.0,2,2,5,0.625,0.625,0.6745,501.1/H-2576/Harappa; 1833.2/H-953/Harappa; 2282.1/M-1879/Mohenjo-daro; 2530.1/M-2088/Mohenjo-daro; 2675.1/M-148/Mohenjo-daro
<START>|298,<START>,298,7,6,741,0.2857,0.9755,5,3,2,0.8571,1.0,0.6737,22.1/Blk-4/Bala-kot; 93.1/C-5/Chanhu-daro; 559.2/H-1834/Harappa; 2390.1/M-1707/Mohenjo-daro; 2720.1/M-195/Mohenjo-daro
