Frame,Left,Right,Count,DistinctFillers,TopFiller,TopFillerShare,FillerEntropy,SiteCount,RegionCount,TypeCount,SealPct,CompletePct,NameSlotScore,Examples
250|<END>,250,<END>,5,5,741-233-803-740,0.2,1.0,4,2,1,1.0,1.0,0.6561,96.1/C-8/Chanhu-daro; 1068.1/H-7/Harappa; 2685.1/M-159/Mohenjo-daro; 2802.1/M-281/Mohenjo-daro; 4894.1/Ns-56/Nausharo
920|390,920,390,5,5,060-740-031-590,0.2,1.0,2,1,1,1.0,1.0,0.6561,100.1/C-12/Chanhu-daro; 2344.1/M-1902/Mohenjo-daro; 2576.1/M-48/Mohenjo-daro; 2770.1/M-247/Mohenjo-daro; 2812.1/M-292/Mohenjo-daro
861|151,861,151,5,5,002-031-382,0.2,1.0,3,3,1,1.0,1.0,0.6561,145.1/Dlv-1/Dholavira; 303.1/H-1043/Harappa; 2179.1/M-1880/Mohenjo-daro; 3197.1/M-783/Mohenjo-daro; 3246.1/M-834/Mohenjo-daro
820|900,820,900,5,5,002-005,0.2,1.0,2,2,2,1.0,1.0,0.6561,246.1/H-1045/Harappa; 1119.1/H-60/Harappa; 1459.1/H-472/Harappa; 2683.1/M-157/Mohenjo-daro; 2880.1/M-384/Mohenjo-daro
060|904,060,904,5,5,798-240-231,0.2,1.0,3,3,2,1.0,1.0,0.6561,939.1/H-1705/Harappa; 2063.1/L-114/Lothal; 2826.1/M-307/Mohenjo-daro; 2844.1/M-326/Mohenjo-daro; 2892.1/M-396/Mohenjo-daro
740|806,740,806,5,5,001-468,0.2,1.0,1,1,2,1.0,1.0,0.6561,1087.1/H-27/Harappa; 1117.1/H-58/Harappa; 1173.1/H-132/Harappa; 1184.1/H-143/Harappa; 1199.1/H-158/Harappa
240|070,240,070,5,5,921,0.2,1.0,3,3,1,1.0,1.0,0.6561,1123.1/H-64/Harappa; 2224.1/M-1676/Mohenjo-daro; 2403.1/M-1690/Mohenjo-daro; 3984.1/M-1727/Mohenjo-daro; 5218.1/-/Gola Dhoro (Bagasra)
165|002,165,002,5,5,244-861,0.2,1.0,2,2,3,1.0,1.0,0.6561,1170.1/H-129/Harappa; 1594.1/H-688/Harappa; 2622.1/M-95/Mohenjo-daro; 2735.1/M-211/Mohenjo-daro; 2830.1/M-311/Mohenjo-daro
002|368,002,368,5,5,830-840,0.2,1.0,3,3,1,1.0,1.0,0.6561,1414.1/H-410/Harappa; 2213.1/M-235/Mohenjo-daro; 2393.1/M-1745/Mohenjo-daro; 4002.1/M-1909/Mohenjo-daro; 5576.1/-/Unknown
060|798,060,798,5,5,240,0.2,1.0,3,2,2,1.0,1.0,0.6561,2003.1/L-26/Lothal; 2345.1/M-1804/Mohenjo-daro; 2427.1/M-1768/Mohenjo-daro; 2883.1/M-387/Mohenjo-daro; 4287.1/-/Dholavira
<START>|190,<START>,190,5,5,055-798-002,0.2,1.0,2,2,1,1.0,1.0,0.6561,2018.1/L-47/Lothal; 2226.1/M-1692/Mohenjo-daro; 2581.1/M-53/Mohenjo-daro; 3075.1/M-624/Mohenjo-daro; 3088.1/M-639/Mohenjo-daro
853|740,853,740,5,5,440-760,0.2,1.0,1,1,1,1.0,1.0,0.6561,2225.1/M-1923/Mohenjo-daro; 2631.1/M-104/Mohenjo-daro; 2709.1/M-184/Mohenjo-daro; 2796.1/M-275/Mohenjo-daro; 2802.1/M-281/Mohenjo-daro
741|350,741,350,5,5,240,0.2,1.0,1,1,1,1.0,1.0,0.6561,2339.1/M-1757/Mohenjo-daro; 2451.1/M-1801/Mohenjo-daro; 2579.1/M-51/Mohenjo-daro; 3168.1/M-745/Mohenjo-daro; 3487.1/M-1116/Mohenjo-daro
065|740,065,740,5,5,220-510-460,0.2,1.0,1,1,1,1.0,1.0,0.6561,2507.1/M-1730/Mohenjo-daro; 2574.1/M-46/Mohenjo-daro; 2667.1/M-140/Mohenjo-daro; 2808.1/M-288/Mohenjo-daro; 3268.1/M-856/Mohenjo-daro
838|740,838,740,10,7,585,0.2,0.9696,4,2,4,0.4,0.9,0.656,157.1/Grb-1/Gharo Bhiro; 934.1/H-1707/Harappa; 1882.1/K-7/Kalibangan; 2394.1/M-2106/Mohenjo-daro; 2825.1/M-306/Mohenjo-daro
920|520,920,520,6,5,001-235-220,0.3333,0.9697,3,2,2,1.0,1.0,0.6555,479.1/H-1669/Harappa; 2516.1/M-1672/Mohenjo-daro; 2551.1/M-23/Mohenjo-daro; 2757.1/M-234/Mohenjo-daro; 3579.1/M-1272/Mohenjo-daro
920|002,920,002,6,5,060-741,0.3333,0.9697,3,2,1,1.0,1.0,0.6555,1293.1/H-268/Harappa; 1879.1/K-4/Kalibangan; 2310.1/M-1810/Mohenjo-daro; 2581.1/M-53/Mohenjo-daro; 2801.1/M-280/Mohenjo-daro
861|070,861,070,6,5,002-032,0.3333,0.9697,2,2,1,1.0,1.0,0.6555,1540.1/H-597/Harappa; 1540.2/H-597/Harappa; 2342.1/M-1661/Mohenjo-daro; 2695.1/M-170/Mohenjo-daro; 3228.1/M-815/Mohenjo-daro
820|806,820,806,6,5,002,0.3333,0.9697,3,3,2,1.0,1.0,0.6555,1564.1/H-649/Harappa; 2037.1/L-83/Lothal; 2443.1/M-1957/Mohenjo-daro; 2853.1/M-357/Mohenjo-daro; 2853.1/M-357/Mohenjo-daro
861|840,861,840,6,6,002,0.1667,1.0,3,2,3,0.6667,1.0,0.6548,18.1/-/Bakkar Buthi; 1414.1/H-410/Harappa; 2413.1/M-1796/Mohenjo-daro; 2556.1/M-28/Mohenjo-daro; 2938.1/M-453/Mohenjo-daro
031|390,031,390,6,6,590,0.1667,1.0,3,2,2,0.8333,0.8333,0.6548,100.1/C-12/Chanhu-daro; 2157.1/M-2064/Mohenjo-daro; 2291.1/M-1889/Mohenjo-daro; 2836.2/M-318/Mohenjo-daro; 3991.1/M-1823/Mohenjo-daro
032|220,032,220,6,6,862-002-520-500,0.1667,1.0,3,2,2,0.8333,0.8333,0.6548,293.1/H-1033/Harappa; 1950.1/K-96/Kalibangan; 2577.1/M-49/Mohenjo-daro; 3157.1/M-733/Mohenjo-daro; 3169.1/M-746/Mohenjo-daro
<START>|626,<START>,626,6,6,233-705-033-176,0.1667,1.0,3,3,2,1.0,0.6667,0.6548,1084.1/H-24/Harappa; 1581.1/H-666/Harappa; 2760.1/M-237/Mohenjo-daro; 2886.1/M-390/Mohenjo-daro; 3665.1/M-1366/Mohenjo-daro
220|706,220,706,6,6,630-794,0.1667,1.0,2,2,2,1.0,0.6667,0.6548,1190.1/H-149/Harappa; 1293.1/H-268/Harappa; 2592.1/M-64/Mohenjo-daro; 3073.1/M-621/Mohenjo-daro; 3081.1/M-631/Mohenjo-daro
920|705,920,705,6,6,060-741-005-368,0.1667,1.0,2,2,2,0.8333,0.8333,0.6548,1209.1/H-175/Harappa; 2572.1/M-44/Mohenjo-daro; 2693.1/M-168/Mohenjo-daro; 3177.1/M-754/Mohenjo-daro; 3252.1/M-840/Mohenjo-daro
920|803,920,803,6,6,455-220-002,0.1667,1.0,3,3,2,1.0,0.6667,0.6548,1293.1/H-268/Harappa; 2063.1/L-114/Lothal; 2572.1/M-44/Mohenjo-daro; 2632.1/M-105/Mohenjo-daro; 3586.1/M-1280/Mohenjo-daro
741|760,741,760,6,6,495-512,0.1667,1.0,4,4,1,1.0,0.6667,0.6548,1542.1/H-599/Harappa; 2212.1/M-165/Mohenjo-daro; 2639.1/M-112/Mohenjo-daro; 3255.1/M-843/Mohenjo-daro; 3869.1/Rgr-1/Rakhigarhi
252|<END>,252,<END>,6,6,002-093-760-740,0.1667,1.0,2,2,2,0.6667,1.0,0.6548,1898.1/K-24/Kalibangan; 2172.1/-/Mohenjo-daro; 2352.1/M-2078/Mohenjo-daro; 2402.1/M-1901/Mohenjo-daro; 2670.1/M-143/Mohenjo-daro
920|235,920,235,8,5,060-745,0.25,0.969,2,2,1,1.0,0.875,0.6542,1098.1/H-39/Harappa; 1404.1/H-391/Harappa; 2551.1/M-23/Mohenjo-daro; 2757.1/M-234/Mohenjo-daro; 2844.1/M-326/Mohenjo-daro
390|032,390,032,8,6,741,0.25,0.9671,5,3,2,0.875,0.75,0.6538,109.1/C-22/Chanhu-daro; 116.1/C-34/Chanhu-daro; 2019.1/L-48/Lothal; 2566.1/M-38/Mohenjo-daro; 2598.1/M-70/Mohenjo-daro
032|233,032,233,9,6,220,0.4444,0.8824,4,3,3,0.8889,0.8889,0.6526,920.1/H-1678/Harappa; 1416.1/H-412/Harappa; 1544.1/H-601/Harappa; 2041.1/L-87/Lothal; 2135.1/L-219/Lothal
861|001,861,001,9,6,368,0.4444,0.8824,2,2,3,0.7778,1.0,0.6526,1196.1/H-155/Harappa; 2313.1/M-1763/Mohenjo-daro; 2531.1/M-1/Mohenjo-daro; 2549.1/M-21/Mohenjo-daro; 3043.1/M-573/Mohenjo-daro
<START>|515,<START>,515,8,8,255,0.125,1.0,5,2,4,0.375,0.625,0.6495,118.1/C-37/Chanhu-daro; 403.1/H-1920/Harappa; 692.1/H-2575/Harappa; 1884.1/K-9/Kalibangan; 3193.1/M-779/Mohenjo-daro
240|527,240,527,7,5,550,0.4286,0.9165,2,2,2,1.0,1.0,0.6483,1400.1/H-386/Harappa; 2570.1/M-42/Mohenjo-daro; 2577.1/M-49/Mohenjo-daro; 2608.1/M-81/Mohenjo-daro; 2660.1/M-133/Mohenjo-daro
806|520,806,520,7,5,240,0.4286,0.9165,2,2,3,1.0,1.0,0.6483,1401.1/H-388/Harappa; 1564.1/H-649/Harappa; 2854.1/M-358/Mohenjo-daro; 3122.1/M-686/Mohenjo-daro; 3176.1/M-753/Mohenjo-daro
550|032,550,032,7,7,115,0.1429,1.0,2,2,3,0.7143,0.5714,0.6477,320.1/H-1506/Harappa; 1080.1/H-20/Harappa; 1471.1/H-483/Harappa; 2584.1/M-56/Mohenjo-daro; 2590.1/M-62/Mohenjo-daro
435|740,435,740,44,9,690,0.7955,0.4208,4,3,6,0.6591,0.7727,0.6457,516.2/H-1938/Harappa; 570.2/H-1797/Harappa; 631.2/H-1842/Harappa; 938.2/H-1937/Harappa; 1073.1/H-12/Harappa
690|740,690,740,19,8,590-407,0.5789,0.7133,2,2,3,0.3684,0.9474,0.6456,291.1/-/Harappa; 1069.1/H-8/Harappa; 1080.1/H-20/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa
001|220,001,220,19,8,055,0.5789,0.7133,4,2,6,0.3684,0.9474,0.6456,1972.1/Kd-7/Kot-Diji; 2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal
002|900,002,900,7,5,005,0.2857,0.963,2,2,3,0.8571,1.0,0.6456,246.1/H-1045/Harappa; 1020.1/H-1657/Harappa; 1119.1/H-60/Harappa; 1182.1/H-141/Harappa; 1456.1/H-468/Harappa
844|<END>,844,<END>,12,7,390,0.5,0.8166,3,1,5,0.75,0.75,0.6453,18.1/-/Bakkar Buthi; 66.1/C-69/Chanhu-daro; 116.1/C-34/Chanhu-daro; 2220.1/M-1675/Mohenjo-daro; 2241.1/M-1795/Mohenjo-daro
060|415,060,415,7,6,798,0.2857,0.9755,4,4,4,0.7143,0.8571,0.6452,1174.1/H-133/Harappa; 1400.1/H-386/Harappa; 2859.1/M-363/Mohenjo-daro; 2865.1/M-369/Mohenjo-daro; 2921.1/M-427/Mohenjo-daro
140|031,140,031,8,6,001,0.375,0.9306,3,2,3,0.625,1.0,0.6446,89.1/C-1/Chanhu-daro; 371.2/H-1771/Harappa; 383.2/H-1773/Harappa; 400.2/H-1772/Harappa; 2255.1/M-1765/Mohenjo-daro
032|100,032,100,8,7,017-904-415,0.25,0.9796,3,2,4,0.625,0.625,0.6444,62.1/C-65/Chanhu-daro; 1937.1/K-81/Kalibangan; 2618.1/M-91/Mohenjo-daro; 2871.1/M-375/Mohenjo-daro; 2975.3/M-494/Mohenjo-daro
<START>|354,<START>,354,8,7,817-002,0.25,0.9796,4,3,3,0.875,0.375,0.6444,1399.1/H-385/Harappa; 1557.1/H-642/Harappa; 1991.1/L-12/Lothal; 2860.1/M-364/Mohenjo-daro; 2909.1/M-413/Mohenjo-daro
820|235,820,235,8,5,060,0.375,0.9284,3,3,1,1.0,0.875,0.6441,1316.1/-/Dholavira; 2285.1/M-1760/Mohenjo-daro; 2293.1/M-808/Mohenjo-daro; 2478.1/M-1906/Mohenjo-daro; 2569.1/M-41/Mohenjo-daro
235|033,235,033,42,7,705,0.5714,0.6686,4,3,6,0.4524,0.8571,0.6434,8.1/Ad-3/Allahdino; 402.1/H-2015/Harappa; 402.2/H-2015/Harappa; 412.1/H-2014/Harappa; 596.2/H-2139/Harappa
151|<END>,151,<END>,11,7,400,0.3636,0.9084,5,3,4,0.2727,1.0,0.6419,70.1/C-70/Chanhu-daro; 627.2/H-1917/Harappa; 869.2/H-1995/Harappa; 1211.1/H-177/Harappa; 1319.1/H-297/Harappa
220|550,220,550,8,6,705-033,0.25,0.9671,2,2,4,0.75,0.75,0.6412,653.1/H-1813/Harappa; 2360.1/M-1971/Mohenjo-daro; 2432.2/M-2014/Mohenjo-daro; 2577.1/M-49/Mohenjo-daro; 2660.1/M-133/Mohenjo-daro
240|585,240,585,8,6,838,0.25,0.9671,3,3,3,0.5,1.0,0.6412,1296.1/H-272/Harappa; 2394.1/M-2106/Mohenjo-daro; 2578.1/M-50/Mohenjo-daro; 2974.2/M-492/Mohenjo-daro; 3089.1/M-644/Mohenjo-daro
923|<END>,923,<END>,43,8,740,0.7442,0.4784,3,2,5,0.6512,0.8372,0.6398,157.1/Grb-1/Gharo Bhiro; 223.1/H-1042/Harappa; 675.2/H-1903/Harappa; 792.1/H-1835/Harappa; 956.1/H-2335/Harappa
<START>|250,<START>,250,6,5,579,0.3333,0.9697,3,2,3,0.8333,1.0,0.6389,96.1/C-8/Chanhu-daro; 1914.1/K-51/Kalibangan; 2685.1/M-159/Mohenjo-daro; 2802.1/M-281/Mohenjo-daro; 2886.1/M-390/Mohenjo-daro
817|705,817,705,6,5,002-233,0.3333,0.9697,3,3,3,0.8333,1.0,0.6389,402.2/H-2015/Harappa; 1178.1/H-137/Harappa; 1990.1/L-11/Lothal; 3278.1/M-868/Mohenjo-daro; 3561.1/M-1226/Mohenjo-daro
002|615,002,615,6,5,495,0.3333,0.9697,3,2,2,0.8333,1.0,0.6389,1074.1/H-13/Harappa; 1552.1/H-612/Harappa; 1724.1/H-838/Harappa; 1981.1/Lh-1/Lohumjo-daro; 2276.1/M-1726/Mohenjo-daro
060|690,060,690,6,5,255-435,0.3333,0.9697,2,2,1,1.0,0.8333,0.6389,1080.1/H-20/Harappa; 1120.1/H-61/Harappa; 2214.1/M-682/Mohenjo-daro; 2596.1/M-68/Mohenjo-daro; 3077.1/M-626/Mohenjo-daro
001|154,001,154,6,5,468-806,0.3333,0.9697,2,2,2,1.0,0.8333,0.6389,1087.1/H-27/Harappa; 1184.1/H-143/Harappa; 1199.1/H-158/Harappa; 3109.1/M-670/Mohenjo-daro; 3639.1/M-1334/Mohenjo-daro
125|390,125,390,6,5,590,0.3333,0.9697,4,4,1,1.0,0.8333,0.6389,1111.1/H-52/Harappa; 1114.1/H-55/Harappa; 2226.1/M-1692/Mohenjo-daro; 2774.1/M-251/Mohenjo-daro; 3875.1/Sktd-1/Surkotada
817|415,817,415,6,5,002-240,0.3333,0.9697,1,1,2,0.8333,1.0,0.6389,2283.1/M-1746/Mohenjo-daro; 2671.1/M-144/Mohenjo-daro; 2956.1/M-471/Mohenjo-daro; 3094.1/M-650/Mohenjo-daro; 3251.1/M-839/Mohenjo-daro
<START>|097,<START>,097,10,7,004-700,0.4,0.8983,2,2,4,0.4,0.9,0.6381,374.1/H-1893/Harappa; 775.1/H-1666/Harappa; 1204.1/H-164/Harappa; 2524.1/M-1703/Mohenjo-daro; 2527.1/M-2104/Mohenjo-daro
002|717,002,717,6,6,061,0.1667,1.0,4,2,2,0.8333,0.6667,0.6381,20.1/Blk-2/Bala-kot; 1981.1/Lh-1/Lohumjo-daro; 2107.1/L-183/Lothal; 3095.1/M-651/Mohenjo-daro; 3097.1/M-655/Mohenjo-daro
741|031,741,031,6,6,740-530-032-850,0.1667,1.0,6,2,3,0.8333,0.6667,0.6381,72.1/C-76/Chanhu-daro; 1388.1/H-369/Harappa; 1889.1/K-14/Kalibangan; 1972.1/Kd-7/Kot-Diji; 2686.1/M-160/Mohenjo-daro
221|<END>,221,<END>,6,6,740-090-521-521-817,0.1667,1.0,4,3,3,0.5,1.0,0.6381,94.1/C-6/Chanhu-daro; 506.2/H-1867/Harappa; 901.2/H-1870/Harappa; 1535.1/H-591/Harappa; 2036.1/L-82/Lothal
742|760,742,760,6,6,013-742,0.1667,1.0,3,3,1,1.0,0.5,0.6381,126.1/-/Dholavira; 1909.1/K-43/Kalibangan; 2395.1/M-1663/Mohenjo-daro; 2795.1/M-274/Mohenjo-daro; 3177.1/M-754/Mohenjo-daro
808|<END>,808,<END>,6,6,093,0.1667,1.0,3,3,3,0.8333,0.6667,0.6381,129.1/-/Dholavira; 1446.1/H-456/Harappa; 2491.1/-/Mohenjo-daro; 3180.1/M-757/Mohenjo-daro; 3245.1/M-833/Mohenjo-daro
032|798,032,798,6,6,590,0.1667,1.0,2,2,2,0.8333,0.6667,0.6381,1452.1/H-464/Harappa; 1492.1/H-515/Harappa; 2618.1/M-91/Mohenjo-daro; 3119.1/M-683/Mohenjo-daro; 3297.1/M-892/Mohenjo-daro
820|002,820,002,6,6,717,0.1667,1.0,3,3,3,0.8333,0.6667,0.6381,2490.1/M-1667/Mohenjo-daro; 2569.1/M-41/Mohenjo-daro; 3074.1/M-623/Mohenjo-daro; 3668.1/M-1369/Mohenjo-daro; 3875.1/Sktd-1/Surkotada
060|100,060,100,6,6,742-440-001,0.1667,1.0,3,3,4,0.6667,0.8333,0.6381,2493.1/M-709/Mohenjo-daro; 2859.1/M-363/Mohenjo-daro; 2921.1/M-427/Mohenjo-daro; 3091.1/M-647/Mohenjo-daro; 3891.1/-/Unknown
455|002,455,002,10,6,220,0.5,0.836,2,2,2,0.9,0.8,0.6376,388.2/H-1874/Harappa; 1139.1/H-82/Harappa; 1293.1/H-268/Harappa; 2231.1/M-1688/Mohenjo-daro; 2539.1/M-10/Mohenjo-daro
233|527,233,527,10,5,550,0.3,0.935,3,3,3,0.9,0.8,0.6373,1061.1/H-1294/Harappa; 1081.1/H-21/Harappa; 1984.1/L-1/Lothal; 1985.1/L-2/Lothal; 2017.1/L-46/Lothal
605|<END>,605,<END>,15,7,760-740-400,0.4,0.8629,3,3,4,0.4,0.8,0.6363,266.1/H-1158/Harappa; 629.2/H-1801/Harappa; 868.2/H-1802/Harappa; 949.1/H-1986/Harappa; 1309.1/H-287/Harappa
235|904,235,904,5,5,705-033,0.2,1.0,4,3,2,1.0,0.8,0.6361,8.1/Ad-3/Allahdino; 1554.1/H-639/Harappa; 2060.1/L-111/Lothal; 2580.1/M-52/Mohenjo-daro; 2892.1/M-396/Mohenjo-daro
032|405,032,405,5,5,844,0.2,1.0,3,2,3,0.8,1.0,0.6361,18.1/-/Bakkar Buthi; 1020.1/H-1657/Harappa; 1102.1/H-43/Harappa; 2539.1/M-10/Mohenjo-daro; 2888.1/M-392/Mohenjo-daro
550|002,550,002,5,5,368,0.2,1.0,4,4,1,1.0,0.8,0.6361,27.1/B-1/Banawali; 216.1/-/Baror; 2609.1/M-82/Mohenjo-daro; 3163.1/M-739/Mohenjo-daro; 4196.1/-/Dholavira
220|100,220,100,5,5,240,0.2,1.0,3,2,2,1.0,0.8,0.6361,62.1/C-65/Chanhu-daro; 1882.1/K-7/Kalibangan; 2480.1/M-1985/Mohenjo-daro; 2618.1/M-91/Mohenjo-daro; 2871.1/M-375/Mohenjo-daro
232|<END>,232,<END>,5,5,140-615-590,0.2,1.0,3,2,2,0.8,1.0,0.6361,99.1/C-11/Chanhu-daro; 1685.1/H-794/Harappa; 2524.1/M-1703/Mohenjo-daro; 3259.1/M-847/Mohenjo-daro; 3550.1/M-1199/Mohenjo-daro
297|740,297,740,5,5,002-519,0.2,1.0,3,2,2,1.0,0.8,0.6361,256.1/H-1038/Harappa; 2581.1/M-53/Mohenjo-daro; 2641.1/M-114/Mohenjo-daro; 3318.1/M-921/Mohenjo-daro; 5361.1/Ns-60/Nausharo
001|400,001,400,5,5,900-165,0.2,1.0,2,2,3,0.8,1.0,0.6361,319.1/H-1077/Harappa; 319.1/H-1077/Harappa; 649.2/H-1823/Harappa; 2233.1/M-1744/Mohenjo-daro; 2775.1/M-252/Mohenjo-daro
060|760,060,760,5,5,061,0.2,1.0,4,4,2,0.8,1.0,0.6361,664.1/H-1975/Harappa; 2676.1/M-149/Mohenjo-daro; 3177.1/M-754/Mohenjo-daro; 3858.1/Nd-1/Nindowari-damb; 3869.1/Rgr-1/Rakhigarhi
240|679,240,679,5,5,220,0.2,1.0,2,2,2,1.0,0.8,0.6361,1094.1/H-35/Harappa; 1423.1/H-421/Harappa; 2484.1/M-1720/Mohenjo-daro; 2889.1/M-393/Mohenjo-daro; 3080.1/M-629/Mohenjo-daro
002|845,002,845,5,5,806-231-705-033,0.2,1.0,2,2,2,1.0,0.8,0.6361,1171.1/H-130/Harappa; 1554.1/H-639/Harappa; 2193.1/M-1766/Mohenjo-daro; 2536.1/M-7/Mohenjo-daro; 2850.1/M-354/Mohenjo-daro
060|705,060,705,5,5,741-005-368,0.2,1.0,2,2,3,0.8,1.0,0.6361,1209.1/H-175/Harappa; 2478.1/M-1906/Mohenjo-daro; 2861.1/M-365/Mohenjo-daro; 3177.1/M-754/Mohenjo-daro; 3282.1/M-873/Mohenjo-daro
001|032,001,032,5,5,100-700,0.2,1.0,2,2,3,0.8,1.0,0.6361,1227.3/H-196/Harappa; 2236.1/M-1677/Mohenjo-daro; 3427.1/M-1052/Mohenjo-daro; 3427.1/M-1052/Mohenjo-daro; 3613.1/M-1308/Mohenjo-daro
621|<END>,621,<END>,5,5,705-204-240-642-740,0.2,1.0,2,2,2,0.8,1.0,0.6361,1237.1/H-206/Harappa; 2681.1/M-154/Mohenjo-daro; 2706.1/M-180/Mohenjo-daro; 3196.1/M-782/Mohenjo-daro; 3506.1/M-1139/Mohenjo-daro
741|233,741,233,5,5,032-220,0.2,1.0,3,2,1,1.0,0.8,0.6361,1416.1/H-412/Harappa; 1454.1/H-466/Harappa; 1880.1/K-5/Kalibangan; 2656.1/M-129/Mohenjo-daro; 3455.1/M-1081/Mohenjo-daro
368|033,368,033,5,5,645-900,0.2,1.0,3,3,2,0.8,1.0,0.6361,1786.2/H-904/Harappa; 3081.1/M-631/Mohenjo-daro; 3158.1/M-734/Mohenjo-daro; 5573.1/-/Unknown; 5573.1/-/Unknown
033|002,033,002,5,5,820,0.2,1.0,3,3,1,1.0,0.8,0.6361,1897.1/K-23/Kalibangan; 2193.1/M-1766/Mohenjo-daro; 2255.1/M-1765/Mohenjo-daro; 2533.1/M-4/Mohenjo-daro; 4148.1/-/Rakhigarhi
<START>|391,<START>,391,5,5,279-442-741,0.2,1.0,4,3,1,1.0,0.8,0.6361,1911.1/K-45/Kalibangan; 2568.1/M-40/Mohenjo-daro; 3399.1/M-1014/Mohenjo-daro; 4196.1/-/Dholavira; 5355.1/Ns-53/Nausharo
279|<END>,279,<END>,5,5,442-741-391,0.2,1.0,3,3,1,1.0,0.8,0.6361,1911.1/K-45/Kalibangan; 2207.1/M-1864/Mohenjo-daro; 2599.1/M-71/Mohenjo-daro; 2810.1/M-290/Mohenjo-daro; 4209.1/-/Dholavira
817|090,817,090,5,5,002-233-740,0.2,1.0,2,2,1,1.0,0.8,0.6361,2013.1/L-41/Lothal; 2283.1/M-1746/Mohenjo-daro; 3247.1/M-835/Mohenjo-daro; 3265.1/M-853/Mohenjo-daro; 3339.1/M-944/Mohenjo-daro
<START>|423,<START>,423,5,5,140-407-060-003,0.2,1.0,3,2,2,1.0,0.8,0.6361,2044.1/L-90/Lothal; 2862.1/M-366/Mohenjo-daro; 3627.1/M-1322/Mohenjo-daro; 4164.1/-/Dholavira; 4233.1/-/Dholavira
002|055,002,055,5,5,031,0.2,1.0,1,1,3,1.0,0.8,0.6361,2393.1/M-1745/Mohenjo-daro; 2417.1/M-1728/Mohenjo-daro; 2557.1/M-29/Mohenjo-daro; 2877.1/M-381/Mohenjo-daro; 3668.1/M-1369/Mohenjo-daro
<START>|510,<START>,510,5,5,791-252-741,0.2,1.0,1,1,1,1.0,0.8,0.6361,2463.1/M-1834/Mohenjo-daro; 2507.1/M-1730/Mohenjo-daro; 2583.1/M-55/Mohenjo-daro; 2802.1/M-281/Mohenjo-daro; 3147.1/M-723/Mohenjo-daro
240|690,240,690,12,6,255-435,0.3333,0.9112,2,2,4,0.5,0.9167,0.6356,189.1/H-1399/Harappa; 1058.1/H-1308/Harappa; 1073.1/H-12/Harappa; 1343.1/H-321/Harappa; 1369.1/H-350/Harappa
<START>|500,<START>,500,20,8,705,0.6,0.6903,4,3,5,0.3,0.95,0.6354,293.1/H-1033/Harappa; 1264.1/H-239/Harappa; 1649.1/H-756/Harappa; 2068.1/L-124/Lothal; 2069.1/L-125/Lothal
817|003,817,003,7,5,002,0.4286,0.9165,3,2,2,1.0,0.8571,0.634,61.1/C-66/Chanhu-daro; 1011.1/H-1713/Harappa; 1113.1/H-54/Harappa; 1412.1/H-407/Harappa; 2560.1/M-32/Mohenjo-daro
861|231,861,231,7,5,002,0.4286,0.9165,2,2,2,1.0,0.8571,0.634,1176.1/H-135/Harappa; 2240.1/M-1674/Mohenjo-daro; 2274.1/M-1860/Mohenjo-daro; 2851.1/M-355/Mohenjo-daro; 3115.1/M-677/Mohenjo-daro
243|<END>,243,<END>,10,5,617,0.4,0.8814,2,2,2,1.0,0.8,0.6339,1125.1/H-66/Harappa; 1403.1/H-390/Harappa; 1419.1/H-416/Harappa; 2346.1/M-1714/Mohenjo-daro; 2553.1/M-25/Mohenjo-daro
002|400,002,400,7,7,031-350,0.1429,1.0,3,2,4,0.5714,0.5714,0.6334,143.1/-/Dholavira; 2278.1/M-1974/Mohenjo-daro; 2297.1/M-1772/Mohenjo-daro; 3156.1/M-732/Mohenjo-daro; 3616.1/M-1311/Mohenjo-daro
<START>|552,<START>,552,7,7,632-920,0.1429,1.0,3,2,3,0.7143,0.4286,0.6334,1973.1/Kd-8/Kot-Diji; 1987.1/L-5/Lothal; 2083.1/L-141/Lothal; 2653.1/M-126/Mohenjo-daro; 2688.1/M-162/Mohenjo-daro
717|740,717,740,8,6,100,0.375,0.9306,5,2,4,0.75,0.75,0.6321,93.1/C-5/Chanhu-daro; 923.2/H-1945/Harappa; 1122.1/H-63/Harappa; 1463.1/H-476/Harappa; 1937.1/K-81/Kalibangan
820|031,820,031,7,5,002,0.2857,0.963,3,2,3,0.7143,1.0,0.6313,144.1/-/Dholavira; 144.1/-/Dholavira; 1996.1/L-18/Lothal; 2278.1/M-1974/Mohenjo-daro; 2686.1/M-160/Mohenjo-daro
219|<END>,219,<END>,7,6,072-520,0.2857,0.9755,2,2,2,0.4286,1.0,0.6309,225.1/-/Harappa; 1141.1/H-85/Harappa; 1257.1/H-230/Harappa; 1270.1/H-245/Harappa; 1704.2/H-815/Harappa
233|400,233,400,13,7,520,0.3077,0.9138,2,2,2,0.3077,0.7692,0.6306,526.1/H-1770/Harappa; 560.2/H-1873/Harappa; 569.2/H-1922/Harappa; 1268.1/H-243/Harappa; 1271.1/H-246/Harappa
<START>|336,<START>,336,10,7,176,0.3,0.9427,2,2,4,0.2,0.9,0.6292,1205.1/H-170/Harappa; 1249.1/H-218/Harappa; 1319.1/H-297/Harappa; 1362.1/H-341/Harappa; 1598.1/H-693/Harappa
