TextId,CISI,Site,Type,ReadingTokens,AbstractSigns,SemanticFrame,ControlledSentenceGloss,StructuralParse,SlotFillers,ReconstructionConfidence,PhoneticReadiness,PhoneticTest
3468.1,M-1096,Mohenjo-daro,SEAL:S,235-240-455-740,M01-A02-R44-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-455-740],<START>|240:235@1-1; 235|<END>:240-455-740@2-4,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
3486.1,M-1115,Mohenjo-daro,SEAL:S,861-002-233-335-740,C02-A01-A04-R121-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_233)[861-002] | PRIME_ENTITY_SLOT(002_740)[233-335] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|233:861-002@1-2; 002|740:233-335@3-4,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
3526.1,M-1166,Mohenjo-daro,SEAL:S,817-002-240-923-740,C03-A01-A02-R26-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRIME_ENTITY_SLOT(002_740)[240-923] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:817-002@1-2; 002|740:240-923@3-4,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
3571.1,M-1264,Mohenjo-daro,SEAL:R,820-001-456-100-740,C01-A05-R90-A15-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[456-100-740],<START>|001:820@1-1; 001|<END>:456-100-740@3-5,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
3576.1,M-1269,Mohenjo-daro,SEAL:R,235-240-706-033-520,M01-A02-R09-A11-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-706-033-520],<START>|240:235@1-1; 235|<END>:240-706-033-520@2-5,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
3604.1,M-1299,Mohenjo-daro,SEAL:R,817-002-233-705-033-550-527,C03-A01-A04-A13-A11-R15-T04,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_233)[817-002] | PRODUCTIVE_SLOT(002_<END>)[233-705-033-550-527],<START>|233:817-002@1-2; 002|<END>:233-705-033-550-527@3-7,0.67,Medium,"compare all artifacts in frames 002|<END>, <START>|233; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
2683.1,M-157,Mohenjo-daro,SEAL:S,820-001-798-233-790-900-740,C01-A05-A14-A04-R100-R06-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[798-233-790-900-740],<START>|001:820@1-1; 001|<END>:798-233-790-900-740@3-7,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
3908.1,M-1670,Mohenjo-daro,SEAL:S,861-002-233-001-760-740,C02-A01-A04-A05-A16-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_233)[861-002] | PRIME_ENTITY_SLOT(002_740)[233-001-760] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|233:861-002@1-2; 002|740:233-001-760@3-5,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
2276.1,M-1726,Mohenjo-daro,SEAL:S,861-002-240-495-615-740,C02-A01-A02-R93-R98-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-495-615] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-495-615@3-5,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
2256.1,M-1753,Mohenjo-daro,SEAL:S,861-002-240-519-760-740,C02-A01-A02-R233-A16-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-519-760] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-519-760@3-5,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
2337.1,M-1885,Mohenjo-daro,SEAL:S,235-240-055-151,M01-A02-R23-T05,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-055-151],<START>|240:235@1-1; 235|<END>:240-055-151@2-4,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
2365.1,M-1982,Mohenjo-daro,SEAL:R,031-240-100-740,M03-A02-A15-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[031] | PRODUCTIVE_SLOT(031_<END>)[240-100-740],<START>|240:031@1-1; 031|<END>:240-100-740@2-4,0.67,Medium,"compare all artifacts in frames 031|<END>, <START>|240; test reused filler(s) 031 across frames; inspect minimal alternation(s) involving 031"
2551.1,M-23,Mohenjo-daro,SEAL:S,920-001-235-220-520-692-060-482-740-368-192-871-842,M04-A05-M01-A09-T02-R18-A06-R16-T01-R04-R176-R294-R79,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[920] | 001:SLOT_INITIAL_MODIFIER | 235:LEADING_FORMULA_MARKER | 220:SLOT_FINAL_MODIFIER | 520:TERMINAL_TITLE_OR_SUFFIX | 692:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_740)[482] | 740:TERMINAL_TITLE_OR_SUFFIX | 368:SIGN | 192:SIGN | 871:SIGN | 842:SIGN,<START>|001:920@1-1; 060|740:482@8-8,0.67,Medium,"compare all artifacts in frames 060|740, <START>|001; inspect minimal alternation(s) involving 920"
2757.1,M-234,Mohenjo-daro,SEAL:S,920-001-235-220-520-692-060-482-740-004-099-535-842,M04-A05-M01-A09-T02-R18-A06-R16-T01-R28-R161-R235-R79,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[920] | 001:SLOT_INITIAL_MODIFIER | 235:LEADING_FORMULA_MARKER | 220:SLOT_FINAL_MODIFIER | 520:TERMINAL_TITLE_OR_SUFFIX | 692:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_740)[482] | 740:TERMINAL_TITLE_OR_SUFFIX | 004:SIGN | 099:SIGN | 535:SIGN | 842:SIGN,<START>|001:920@1-1; 060|740:482@8-8,0.67,Medium,"compare all artifacts in frames 060|740, <START>|001; inspect minimal alternation(s) involving 920"
2801.1,M-280,Mohenjo-daro,SEAL:S,140-920-944-002-240-482-740,M07-M04-R302-A01-A02-R16-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[140-920-944-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:140-920-944-002@1-4; 002|740:240-482@5-6,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 240-482"
2558.1,M-30,Mohenjo-daro,SEAL:S,806-235-240-503-017-752-740,M06-M01-A02-R39-R17-R59-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[806-235] | PRODUCTIVE_SLOT(235_<END>)[240-503-017-752-740],<START>|240:806-235@1-2; 235|<END>:240-503-017-752-740@3-7,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; inspect minimal alternation(s) involving 806-235"
2819.1,M-300,Mohenjo-daro,SEAL:S,820-060-001-590-390-740,C01-A06-A05-A08-M02-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_001)[820-060] | PRODUCTIVE_SLOT(060_<END>)[001-590-390-740],<START>|001:820-060@1-2; 060|<END>:001-590-390-740@3-6,0.67,Medium,"compare all artifacts in frames 060|<END>, <START>|001; inspect minimal alternation(s) involving 820-060"
2868.1,M-372,Mohenjo-daro,SEAL:R,820-001-176-605-338-740,C01-A05-R02-R137-R205-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[176-605-338-740],<START>|001:820@1-1; 001|<END>:176-605-338-740@3-6,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
2873.1,M-377,Mohenjo-daro,SEAL:R,235-240-255-435-690-740,M01-A02-R07-R14-R08-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-255-435-690-740],<START>|240:235@1-1; 235|<END>:240-255-435-690-740@2-6,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
2901.1,M-405,Mohenjo-daro,SEAL:R,806-235-240-923-740,M06-M01-A02-R26-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[806-235] | PRODUCTIVE_SLOT(235_<END>)[240-923-740],<START>|240:806-235@1-2; 235|<END>:240-923-740@3-5,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; inspect minimal alternation(s) involving 806-235"
2570.1,M-42,Mohenjo-daro,SEAL:S,817-002-240-550-527,C03-A01-A02-R15-T04,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRODUCTIVE_SLOT(002_<END>)[240-550-527],<START>|240:817-002@1-2; 002|<END>:240-550-527@3-5,0.67,Medium,"compare all artifacts in frames 002|<END>, <START>|240; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
3133.1,M-706,Mohenjo-daro,SEAL:S,031-861-002-240-773-740,M03-C02-A01-A02-R60-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[031-861-002] | PRIME_ENTITY_SLOT(002_740)[240-773] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:031-861-002@1-3; 002|740:240-773@4-5,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 240-773"
2606.1,M-79,Mohenjo-daro,SEAL:S,861-002-233-240-100-740-688,C02-A01-A04-A02-A15-T01-R261,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_233)[861-002] | PRIME_ENTITY_SLOT(002_740)[233-240-100] | 740:TERMINAL_TITLE_OR_SUFFIX | 688:SIGN,<START>|233:861-002@1-2; 002|740:233-240-100@3-5,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
3245.1,M-833,Mohenjo-daro,SEAL:S,808-002-240-740-550-527,R101-A01-A02-T01-R15-T04,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[808-002] | PRIME_ENTITY_SLOT(002_740)[240] | 740:TERMINAL_TITLE_OR_SUFFIX | 550:SIGN | 527:TERMINAL_TITLE_OR_SUFFIX,<START>|240:808-002@1-2; 002|740:240@3-3,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 240 across frames; inspect minimal alternation(s) involving 240"
3346.1,M-951,Mohenjo-daro,SEAL:S,031-240-927-740,M03-A02-R82-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[031] | PRODUCTIVE_SLOT(031_<END>)[240-927-740],<START>|240:031@1-1; 031|<END>:240-927-740@2-4,0.67,Medium,"compare all artifacts in frames 031|<END>, <START>|240; test reused filler(s) 031 across frames; inspect minimal alternation(s) involving 031"
3357.1,M-962,Mohenjo-daro,SEAL:S,235-240-220-520,M01-A02-A09-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-220-520],<START>|240:235@1-1; 235|<END>:240-220-520@2-4,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
613.1,-,Harappa,POT:T:g,235-520,M01-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520],<START>|520:235@1-1; 235|<END>:520@2-2,0.66,Medium,"compare all artifacts in frames 235|<END>, <START>|520; test reused filler(s) 235, 520 across frames; inspect minimal alternation(s) involving 235, 520"
904.1,H-2019,Harappa,TAB:B,235-240-740-090,M01-A02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090],<START>|240:235@1-1; 235|<END>:240-740-090@2-4,0.66,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235, 240-740-090 across frames; inspect minimal alternation(s) involving 235, 240-740-090"
902.1,H-2020,Harappa,TAB:B,235-240-740-090,M01-A02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090],<START>|240:235@1-1; 235|<END>:240-740-090@2-4,0.66,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235, 240-740-090 across frames; inspect minimal alternation(s) involving 235, 240-740-090"
666.1,H-2054,Harappa,TAB:I,235-240-740-090,M01-A02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090],<START>|240:235@1-1; 235|<END>:240-740-090@2-4,0.66,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235, 240-740-090 across frames; inspect minimal alternation(s) involving 235, 240-740-090"
574.1,H-2055,Harappa,TAB:I,235-240-740-090,M01-A02-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-740-090],<START>|240:235@1-1; 235|<END>:240-740-090@2-4,0.66,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235, 240-740-090 across frames; inspect minimal alternation(s) involving 235, 240-740-090"
1802.2,H-922,Harappa,TAB:I,031-520,M03-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[031] | PRODUCTIVE_SLOT(031_<END>)[520],<START>|520:031@1-1; 031|<END>:520@2-2,0.66,Medium,"compare all artifacts in frames 031|<END>, <START>|520; test reused filler(s) 031, 520 across frames; inspect minimal alternation(s) involving 031, 520"
1803.2,H-923,Harappa,TAB:I,031-520,M03-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[031] | PRODUCTIVE_SLOT(031_<END>)[520],<START>|520:031@1-1; 031|<END>:520@2-2,0.66,Medium,"compare all artifacts in frames 031|<END>, <START>|520; test reused filler(s) 031, 520 across frames; inspect minimal alternation(s) involving 031, 520"
1935.1,K-78,Kalibangan,TAB:B,820-002-390-817-740,C01-A01-M02-C03-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_390)[820-002] | PRIME_ENTITY_SLOT(002_740)[390-817] | PRODUCTIVE_SLOT(817_<END>)[740],<START>|390:820-002@1-2; 002|740:390-817@3-4; 817|<END>:740@5-5,0.66,Medium,"compare all artifacts in frames 002|740, 817|<END>, <START>|390; test reused filler(s) 740 across frames; inspect minimal alternation(s) involving 740, 820-002"
2969.1,M-486,Mohenjo-daro,TAB:B,235-520,M01-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520],<START>|520:235@1-1; 235|<END>:520@2-2,0.66,Medium,"compare all artifacts in frames 235|<END>, <START>|520; test reused filler(s) 235, 520 across frames; inspect minimal alternation(s) involving 235, 520"
2970.1,M-487,Mohenjo-daro,TAB:B,235-520,M01-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520],<START>|520:235@1-1; 235|<END>:520@2-2,0.66,Medium,"compare all artifacts in frames 235|<END>, <START>|520; test reused filler(s) 235, 520 across frames; inspect minimal alternation(s) involving 235, 520"
26.1,-,Banawali,SEAL:S,001-520,A05-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[001] | PRODUCTIVE_SLOT(001_<END>)[520],<START>|520:001@1-1; 001|<END>:520@2-2,0.64,Medium,"compare all artifacts in frames 001|<END>, <START>|520; test reused filler(s) 520 across frames; inspect minimal alternation(s) involving 001, 520"
4162.1,-,Dholavira,SEAL:S,233-001-760-740,A04-A05-A16-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[233] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[760-740],<START>|001:233@1-1; 001|<END>:760-740@3-4,0.64,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 233 across frames; inspect minimal alternation(s) involving 233, 760-740"
4175.1,-,Dholavira,SEAL:S,920-060-741-142-156,M04-A06-A03-R50-T06,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-142-156],<START>|741:920-060@1-2; 060|<END>:741-142-156@3-5,0.64,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
5441.1,-,Banawali,SEAL:S,001-520,A05-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[001] | PRODUCTIVE_SLOT(001_<END>)[520],<START>|520:001@1-1; 001|<END>:520@2-2,0.64,Medium,"compare all artifacts in frames 001|<END>, <START>|520; test reused filler(s) 520 across frames; inspect minimal alternation(s) involving 001, 520"
99.1,C-11,Chanhu-daro,SEAL:S,920-060-001-240-232-140-615-590,M04-A06-A05-A02-R113-M07-R98-A08,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[920-060] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[240-232-140-615-590],<START>|001:920-060@1-2; 001|<END>:240-232-140-615-590@4-8,0.64,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 920-060 across frames"
104.1,C-16,Chanhu-daro,SEAL:S,920-060-741-003-429,M04-A06-A03-M05-R223,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-003-429],<START>|741:920-060@1-2; 060|<END>:741-003-429@3-5,0.64,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
123.1,Dlp-1,Desalpur,SEAL:R,817-013-240-233-324-920-740,C03-R63-A02-A04-R120-M04-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_240)[817-013] | 240:SLOT_INITIAL_MODIFIER | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[324-920-740],<START>|240:817-013@1-2; 233|<END>:324-920-740@5-7,0.64,Medium,"compare all artifacts in frames 233|<END>, <START>|240"
