TextId,CISI,Site,Type,ReadingTokens,AbstractSigns,SemanticFrame,ControlledSentenceGloss,StructuralParse,SlotFillers,ReconstructionConfidence,PhoneticReadiness,PhoneticTest
3095.1,M-651,Mohenjo-daro,SEAL:S,820-002-240-220-717-740,C01-A01-A02-A09-R41-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[820-002] | PRIME_ENTITY_SLOT(002_740)[240-220-717] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:820-002@1-2; 002|740:240-220-717@3-5,0.63,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 820-002"
2599.1,M-71,Mohenjo-daro,SEAL:S,095-390-002-142-279-151,R84-M02-A01-R50-R194-T05,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[095] | 390:CLOSING_FORMULA_MARKER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[142-279-151],<START>|390:095@1-1; 002|<END>:142-279-151@4-6,0.63,Medium,"compare all artifacts in frames 002|<END>, <START>|390; inspect minimal alternation(s) involving 095"
3169.1,M-746,Mohenjo-daro,SEAL:S,032-590-390-741-032-220-440-740,A07-A08-M02-A03-A07-A09-R38-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[032-590] | 390:CLOSING_FORMULA_MARKER | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[032-220-440-740],<START>|390:032-590@1-2; 741|<END>:032-220-440-740@5-8,0.63,Medium,"compare all artifacts in frames 741|<END>, <START>|390; inspect minimal alternation(s) involving 032-590"
3227.1,M-814,Mohenjo-daro,SEAL:S,803-235-240-705-033-176-740,A12-M01-A02-A13-A11-R02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[803-235] | PRODUCTIVE_SLOT(235_<END>)[240-705-033-176-740],<START>|240:803-235@1-2; 235|<END>:240-705-033-176-740@3-7,0.63,Medium,"compare all artifacts in frames 235|<END>, <START>|240; inspect minimal alternation(s) involving 803-235"
3286.1,M-878,Mohenjo-daro,SEAL:S,125-390-741-005-900-740,R05-M02-A03-R49-R06-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[125] | 390:CLOSING_FORMULA_MARKER | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[005-900-740],<START>|390:125@1-1; 741|<END>:005-900-740@4-6,0.63,Medium,"compare all artifacts in frames 741|<END>, <START>|390; inspect minimal alternation(s) involving 125"
3372.1,M-979,Mohenjo-daro,SEAL:S,590-003-900-002-240-773-740,A08-M05-R06-A01-A02-R60-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[590-003-900-002] | PRIME_ENTITY_SLOT(002_740)[240-773] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:590-003-900-002@1-4; 002|740:240-773@5-6,0.63,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 240-773"
3378.1,M-985,Mohenjo-daro,SEAL:S,803-235-233-705-033-070-520,A12-M01-A04-A13-A11-R20-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[803-235] | PRODUCTIVE_SLOT(235_<END>)[233-705-033-070-520],<START>|233:803-235@1-2; 235|<END>:233-705-033-070-520@3-7,0.63,Medium,"compare all artifacts in frames 235|<END>, <START>|233; inspect minimal alternation(s) involving 803-235"
280.1,-,Harappa,TAB:B,817-002-240-904-740,C03-A01-A02-R19-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRIME_ENTITY_SLOT(002_740)[240-904] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:817-002@1-2; 002|740:240-904@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 240-904, 817-002"
4216.1,-,Dholavira,SEAL:S,235-520,M01-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[235] | PRODUCTIVE_SLOT(235_<END>)[520],<START>|520:235@1-1; 235|<END>:520@2-2,0.62,Medium,"compare all artifacts in frames 235|<END>, <START>|520; test reused filler(s) 235, 520 across frames; inspect minimal alternation(s) involving 235, 520"
3959.1,H-1100,Harappa,TAB:B,817-002-240-904-740,C03-A01-A02-R19-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRIME_ENTITY_SLOT(002_740)[240-904] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:817-002@1-2; 002|740:240-904@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 240-904, 817-002"
3970.1,H-1130,Harappa,TAB:B,861-002-240-482-740,C02-A01-A02-R16-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-482@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 240-482, 861-002"
3971.1,H-1131,Harappa,TAB:B,861-002-240-482-740,C02-A01-A02-R16-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-482@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 240-482, 861-002"
526.1,H-1770,Harappa,TAB:B,233-520-400,A04-T02-T03,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[233] | PRODUCTIVE_SLOT(233_<END>)[520-400],<START>|520:233@1-1; 233|<END>:520-400@2-3,0.62,Medium,"compare all artifacts in frames 233|<END>, <START>|520; test reused filler(s) 233 across frames; inspect minimal alternation(s) involving 233, 520-400"
729.2,H-2010,Harappa,TAB:B,861-002-240-482-740,C02-A01-A02-R16-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-482@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 240-482, 861-002"
937.2,H-2011,Harappa,TAB:B,861-002-240-482-740,C02-A01-A02-R16-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-482@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 240-482, 861-002"
1268.1,H-243,Harappa,TAB:B,233-520-400,A04-T02-T03,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[233] | PRODUCTIVE_SLOT(233_<END>)[520-400],<START>|520:233@1-1; 233|<END>:520-400@2-3,0.62,Medium,"compare all artifacts in frames 233|<END>, <START>|520; test reused filler(s) 233 across frames; inspect minimal alternation(s) involving 233, 520-400"
1602.1,H-697,Harappa,TAB:B,817-002-240-904-740,C03-A01-A02-R19-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRIME_ENTITY_SLOT(002_740)[240-904] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:817-002@1-2; 002|740:240-904@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 240-904, 817-002"
1603.1,H-698,Harappa,TAB:B,233-520-400,A04-T02-T03,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[233] | PRODUCTIVE_SLOT(233_<END>)[520-400],<START>|520:233@1-1; 233|<END>:520-400@2-3,0.62,Medium,"compare all artifacts in frames 233|<END>, <START>|520; test reused filler(s) 233 across frames; inspect minimal alternation(s) involving 233, 520-400"
1695.1,H-806,Harappa,TAB:B,861-002-240-482-740,C02-A01-A02-R16-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-482@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 240-482, 861-002"
1696.1,H-807,Harappa,TAB:B,861-002-240-482-740,C02-A01-A02-R16-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-482@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 240-482, 861-002"
1697.1,H-808,Harappa,TAB:B,861-002-240-482-740,C02-A01-A02-R16-T01,PrimeEntityAdministrativeFormula,administrative formula: entity filler embedded in a longer control phrase,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:861-002@1-2; 002|740:240-482@3-4,0.62,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 240-482, 861-002"
3728.1,M-1449,Mohenjo-daro,TAB:C,806-233-176-740,M06-A04-R02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[176-740],<START>|233:806@1-1; 233|<END>:176-740@3-4,0.62,Medium,"compare all artifacts in frames 233|<END>, <START>|233; test reused filler(s) 176-740 across frames; inspect minimal alternation(s) involving 176-740, 806"
2379.1,M-1960,Mohenjo-daro,SEAL:R,820-002-740,C01-A01-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,820:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(820_740)[002] | PRODUCTIVE_SLOT(002_<END>)[740],820|740:002@2-2; 002|<END>:740@3-3,0.62,Medium,"compare all artifacts in frames 002|<END>, 820|740; test reused filler(s) 002, 740 across frames; inspect minimal alternation(s) involving 002, 740"
2980.1,M-503,Mohenjo-daro,TAB:C,806-233-176-740,M06-A04-R02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[806] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[176-740],<START>|233:806@1-1; 233|<END>:176-740@3-4,0.62,Medium,"compare all artifacts in frames 233|<END>, <START>|233; test reused filler(s) 176-740 across frames; inspect minimal alternation(s) involving 176-740, 806"
4274.1,-,Dholavira,SEAL:R,176-740-001-832,R02-T01-A05-R42,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[176-740] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[832],<START>|001:176-740@1-2; 001|<END>:832@4-4,0.61,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 176-740 across frames; inspect minimal alternation(s) involving 176-740"
775.1,H-1666,Harappa,SEAL:S,140-741-097-161,M07-A03-R160-R107,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[140] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[097-161],<START>|741:140@1-1; 741|<END>:097-161@3-4,0.61,Medium,"compare all artifacts in frames 741|<END>, <START>|741; test reused filler(s) 140 across frames; inspect minimal alternation(s) involving 140"
920.1,H-1678,Harappa,SEAL:S,032-220-240-233-520,A07-A09-A02-A04-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[032-220-240-233] | PRODUCTIVE_SLOT(233_<END>)[520],<START>|520:032-220-240-233@1-4; 233|<END>:520@5-5,0.61,Medium,"compare all artifacts in frames 233|<END>, <START>|520; test reused filler(s) 520 across frames; inspect minimal alternation(s) involving 520"
2019.1,L-48,Lothal,SEAL:S,390-741-032-226-685-865,M02-A03-A07-R112-R259-R292,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_741)[390] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[032-226-685-865],<START>|741:390@1-1; 741|<END>:032-226-685-865@3-6,0.61,Medium,"compare all artifacts in frames 741|<END>, <START>|741; test reused filler(s) 390 across frames; inspect minimal alternation(s) involving 390"
3453.1,M-1079,Mohenjo-daro,SEAL:S,803-233-706-033-760-740,A12-A04-R09-A11-A16-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[803] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[706-033-760-740],<START>|233:803@1-1; 233|<END>:706-033-760-740@3-6,0.61,Medium,"compare all artifacts in frames 233|<END>, <START>|233; test reused filler(s) 803 across frames; inspect minimal alternation(s) involving 803"
3484.1,M-1113,Mohenjo-daro,SEAL:S,235-233-550,M01-A04-R15,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-550],<START>|233:235@1-1; 235|<END>:233-550@2-3,0.61,Medium,"compare all artifacts in frames 235|<END>, <START>|233; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
3548.1,M-1197,Mohenjo-daro,SEAL:S,003-001-435,M05-A05-R14,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[003] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[435],<START>|001:003@1-1; 001|<END>:435@3-3,0.61,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 003 across frames; inspect minimal alternation(s) involving 003"
2648.1,M-121,Mohenjo-daro,SEAL:S,798-233-790-900-740,A14-A04-R100-R06-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[798] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[790-900-740],<START>|233:798@1-1; 233|<END>:790-900-740@3-5,0.61,Medium,"compare all artifacts in frames 233|<END>, <START>|233; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798"
2654.1,M-127,Mohenjo-daro,SEAL:S,176-741-220-740-565,R02-A03-A09-T01-R73,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[176] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[220-740-565],<START>|741:176@1-1; 741|<END>:220-740-565@3-5,0.61,Medium,"compare all artifacts in frames 741|<END>, <START>|741; test reused filler(s) 176 across frames; inspect minimal alternation(s) involving 176"
2685.1,M-159,Mohenjo-daro,SEAL:S,579-250-741-048-740,R136-R52-A03-R43-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[579-250] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[048-740],<START>|741:579-250@1-2; 741|<END>:048-740@4-5,0.61,Medium,"compare all artifacts in frames 741|<END>, <START>|741; test reused filler(s) 048-740 across frames; inspect minimal alternation(s) involving 048-740"
2286.1,M-1712,Mohenjo-daro,SEAL:S,458-390-741-240,R225-M02-A03-A02,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_390)[458] | 390:CLOSING_FORMULA_MARKER | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[240],<START>|390:458@1-1; 741|<END>:240@4-4,0.61,Medium,"compare all artifacts in frames 741|<END>, <START>|390; test reused filler(s) 240 across frames; inspect minimal alternation(s) involving 240"
2484.1,M-1720,Mohenjo-daro,SEAL:S,240-233-740-679,A02-A04-T01-R35,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[240] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[740-679],<START>|233:240@1-1; 233|<END>:740-679@3-4,0.61,Medium,"compare all artifacts in frames 233|<END>, <START>|233; test reused filler(s) 240 across frames; inspect minimal alternation(s) involving 240"
2321.1,M-1762,Mohenjo-daro,SEAL:S,820-001-202-645,C01-A05-R111-R25,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[202-645],<START>|001:820@1-1; 001|<END>:202-645@3-4,0.61,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
3993.1,M-1835,Mohenjo-daro,SEAL:S,032-390-001-004-900-154,A07-M02-A05-R28-R06-R51,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_390)[032] | 390:CLOSING_FORMULA_MARKER | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[004-900-154],<START>|390:032@1-1; 001|<END>:004-900-154@4-6,0.61,Medium,"compare all artifacts in frames 001|<END>, <START>|390; test reused filler(s) 032 across frames; inspect minimal alternation(s) involving 032"
2312.1,M-1900,Mohenjo-daro,SEAL:S,575-590-741-240-520,R22-A08-A03-A02-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[575-590-741] | PRODUCTIVE_SLOT(741_<END>)[240-520],<START>|240:575-590-741@1-3; 741|<END>:240-520@4-5,0.61,Medium,"compare all artifacts in frames 741|<END>, <START>|240; test reused filler(s) 240-520 across frames; inspect minimal alternation(s) involving 240-520"
2730.1,M-205,Mohenjo-daro,SEAL:S,820-001-904-832,C01-A05-R19-R42,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[904-832],<START>|001:820@1-1; 001|<END>:904-832@3-4,0.61,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
2806.1,M-285,Mohenjo-daro,SEAL:S,861-002-240-350-504,C02-A01-A02-R11-R45,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRODUCTIVE_SLOT(002_<END>)[240-350-504],<START>|240:861-002@1-2; 002|<END>:240-350-504@3-5,0.61,Medium,"compare all artifacts in frames 002|<END>, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
3385.1,M-993,Mohenjo-daro,SEAL:S,031-001-435,M03-A05-R14,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[031] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[435],<START>|001:031@1-1; 001|<END>:435@3-3,0.61,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 031 across frames; inspect minimal alternation(s) involving 031"
3854.1,Ns-6,Nausharo,SEAL:S,922-060-240-520,R299-A06-A02-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[922-060] | PRODUCTIVE_SLOT(060_<END>)[240-520],<START>|240:922-060@1-2; 060|<END>:240-520@3-4,0.61,Medium,"compare all artifacts in frames 060|<END>, <START>|240; test reused filler(s) 240-520 across frames; inspect minimal alternation(s) involving 240-520"
3889.1,-,Unknown,SEAL:C,467-550-001-740-740,R130-R15-A05-T01-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[467-550] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[740-740],<START>|001:467-550@1-2; 001|<END>:740-740@4-5,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
4208.1,-,Dholavira,SEAL:S,003-900-703-741-001-176-740,M05-R06-R264-A03-A05-R02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[003-900-703-741] | PRODUCTIVE_SLOT(741_<END>)[001-176-740],<START>|001:003-900-703-741@1-4; 741|<END>:001-176-740@5-7,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|001"
4221.1,-,Dholavira,SEAL:S,590-740-741-234-760-740,A08-T01-A03-R186-A16-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[590-740] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[234-760-740],<START>|741:590-740@1-2; 741|<END>:234-760-740@4-6,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
5216.1,-,Gola Dhoro (Bagasra),SEAL:S,033-820-240-415-100-740-090,A11-C01-A02-R13-A15-T01-A10,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_240)[033-820] | PRODUCTIVE_SLOT(820_<END>)[240-415-100-740-090],<START>|240:033-820@1-2; 820|<END>:240-415-100-740-090@3-7,0.6,Medium,"compare all artifacts in frames 820|<END>, <START>|240"
1168.2,H-102,Harappa,SEAL:S,861-741-240-630-740,C02-A03-A02-R75-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_240)[861-741] | PRODUCTIVE_SLOT(741_<END>)[240-630-740],<START>|240:861-741@1-2; 741|<END>:240-630-740@3-5,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|240"
3915.1,H-1021,Harappa,SEAL:S,368-572-741-235-740-090,R04-R74-A03-M01-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[368-572] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[235-740-090],<START>|741:368-572@1-2; 741|<END>:235-740-090@4-6,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
1184.1,H-143,Harappa,SEAL:R,032-877-740-001-469-806-154,A07-R81-T01-A05-R228-M06-R51,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[032-877-740] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[469-806-154],<START>|001:032-877-740@1-3; 001|<END>:469-806-154@5-7,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
1274.2,H-249,Harappa,TAB:B,233-520,A04-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[233] | PRODUCTIVE_SLOT(233_<END>)[520],<START>|520:233@1-1; 233|<END>:520@2-2,0.6,Medium,"compare all artifacts in frames 233|<END>, <START>|520; test reused filler(s) 233, 520 across frames; inspect minimal alternation(s) involving 233, 520"
1087.1,H-27,Harappa,SEAL:S,032-877-740-001-468-806-154,A07-R81-T01-A05-R227-M06-R51,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[032-877-740] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[468-806-154],<START>|001:032-877-740@1-3; 001|<END>:468-806-154@5-7,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
1388.1,H-369,Harappa,SEAL:CY,741-390-741-031-705-033-368,A03-M02-A03-M03-A13-A11-R04,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_390)[741] | 390:CLOSING_FORMULA_MARKER | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[031-705-033-368],<START>|390:741@1-1; 741|<END>:031-705-033-368@4-7,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|390"
1099.1,H-40,Harappa,SEAL:S,165-831-368-001-235-798-740,R66-R78-R04-A05-M01-A14-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[165-831-368] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[235-798-740],<START>|001:165-831-368@1-3; 001|<END>:235-798-740@5-7,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
1440.1,H-450,Harappa,SEAL:S,003-900-702-741-240-100-740,M05-R06-R139-A03-A02-A15-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[003-900-702-741] | PRODUCTIVE_SLOT(741_<END>)[240-100-740],<START>|240:003-900-702-741@1-4; 741|<END>:240-100-740@5-7,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|240"
1574.1,H-659,Harappa,SEAL:R,263-365-798-240-233-740-140-845-407,R115-R128-A14-A02-A04-T01-M07-R62-R12,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[263-365-798] | 240:SLOT_INITIAL_MODIFIER | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[740-140-845-407],<START>|240:263-365-798@1-3; 233|<END>:740-140-845-407@6-9,0.6,Medium,"compare all artifacts in frames 233|<END>, <START>|240"
1594.1,H-688,Harappa,SEAL,165-831-861-002-233-520,R66-R78-C02-A01-A04-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_233)[165-831-861-002] | PRODUCTIVE_SLOT(002_<END>)[233-520],<START>|233:165-831-861-002@1-4; 002|<END>:233-520@5-6,0.6,Medium,"compare all artifacts in frames 002|<END>, <START>|233"
1134.1,H-76,Harappa,SEAL:S,132-175-741-235-240-100-740,R168-R68-A03-M01-A02-A15-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[132-175] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[235-240-100-740],<START>|741:132-175@1-2; 741|<END>:235-240-100-740@4-7,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
