NGram,Length,Count,TextCount,SiteCount,RegionCount,TypeCount,StartPct,EndPct,WholeTextPct,InternalPct,PositionEntropy10,DominantLeft,DominantLeftShare,DominantRight,DominantRightShare,DominantFrame,DominantFrameShare,LeftEntropy,RightEntropy,NeighborDiversity,DominantSite,DominantSiteShare,DominantRegion,DominantRegionShare,SealPct,CompletePct,NameAnchorScore,TitleMarkerScore,CrossSiteAnchorScore,FormulaRiskScore,WorkingClass,Examples
176-100-740-790,4,3,3,1,1,1,0.0,1.0,0.0,0.0,0.0,421,1.0,<END>,1.0,421|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.7904,0.3223,0.5016,0.4979,UnclassifiedOnomasticLead,3015.1/M-543/Mohenjo-daro; 3016.1/M-544/Mohenjo-daro; 3017.1/M-545/Mohenjo-daro
740-900-003-422,4,3,3,1,1,1,0.0,1.0,0.0,0.0,0.0,690,1.0,<END>,1.0,690|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.7904,0.3223,0.5016,0.4979,UnclassifiedOnomasticLead,3742.1/M-1476/Mohenjo-daro; 3745.1/M-1479/Mohenjo-daro; 3746.1/M-1480/Mohenjo-daro
817-002-803-233,4,2,2,2,2,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,520,1.0,<START>|520,1.0,0.0,0.0,0.0,Chanhu-daro,0.5,Lower Indus,0.5,1.0,1.0,0.7878,0.4077,0.6757,0.4797,UnclassifiedOnomasticLead,87.1/C-67/Chanhu-daro; 1479.1/H-501/Harappa
002-803-233-520,4,2,2,2,2,1,0.0,1.0,0.0,0.0,0.0,817,1.0,<END>,1.0,817|<END>,1.0,0.0,0.0,0.0,Chanhu-daro,0.5,Lower Indus,0.5,1.0,1.0,0.7878,0.4077,0.6757,0.4797,UnclassifiedOnomasticLead,87.1/C-67/Chanhu-daro; 1479.1/H-501/Harappa
921-070-760-740,4,2,2,2,2,2,0.0,1.0,0.0,0.0,1.0,315,0.5,<END>,1.0,315|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,294.1/H-161/Harappa; 2768.1/M-245/Mohenjo-daro
060-415-220-520,4,2,2,2,2,1,0.0,1.0,0.0,0.0,0.0,920,0.5,<END>,1.0,920|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,479.1/H-1669/Harappa; 2689.1/M-163/Mohenjo-daro
920-060-745-235,4,2,2,2,2,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,240,1.0,<START>|240,1.0,0.0,0.0,0.0,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4077,0.6757,0.4797,UnclassifiedOnomasticLead,1098.1/H-39/Harappa; 3110.1/M-671/Mohenjo-daro
231-590-390-740,4,2,2,2,2,1,0.0,1.0,0.0,0.0,0.0,240,0.5,<END>,1.0,240|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1098.1/H-39/Harappa; 4182.1/-/Dholavira
741-590-406-740,4,2,2,2,2,1,0.0,1.0,0.0,0.0,0.0,406,0.5,<END>,1.0,406|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1109.1/H-50/Harappa; 2005.1/L-28/Lothal
861-002-004-390,4,2,2,2,2,1,0.5,1.0,0.5,0.0,0.0,125,0.5,<END>,1.0,125|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.5546,UnclassifiedOnomasticLead,1114.1/H-55/Harappa; 2450.1/M-1750/Mohenjo-daro
032-125-610-002,4,2,2,2,2,1,1.0,0.5,0.5,0.0,1.0,<START>,1.0,<END>,0.5,<START>|<END>,0.5,0.0,1.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.5546,UnclassifiedOnomasticLead,1132.1/H-74/Harappa; 2473.1/M-1665/Mohenjo-daro
817-002-233-705,4,2,2,2,2,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,033,1.0,<START>|033,1.0,0.0,0.0,0.0,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4077,0.6757,0.4797,UnclassifiedOnomasticLead,1178.1/H-137/Harappa; 3604.1/M-1299/Mohenjo-daro
002-240-176-740,4,2,2,2,2,1,0.0,1.0,0.0,0.0,1.0,702,0.5,<END>,1.0,702|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1413.1/H-408/Harappa; 2809.1/M-289/Mohenjo-daro
740-001-004-407,4,2,2,2,2,2,0.0,1.0,0.0,0.0,0.0,443,0.5,<END>,1.0,443|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1422.1/H-420/Harappa; 3615.1/M-1310/Mohenjo-daro
002-706-033-520,4,2,2,2,2,1,0.0,1.0,0.0,0.0,1.0,817,0.5,<END>,1.0,817|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1446.1/H-456/Harappa; 3195.1/M-781/Mohenjo-daro
820-002-016-220,4,2,2,2,2,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,151,0.5,<START>|151,0.5,0.0,1.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1491.1/H-514/Harappa; 3853.1/Ns-5/Nausharo
031-350-400-520,4,2,2,2,2,1,0.5,1.0,0.5,0.0,1.0,<START>,0.5,<END>,1.0,<START>|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.5546,UnclassifiedOnomasticLead,1501.1/H-530/Harappa; 2451.1/M-1801/Mohenjo-daro
740-140-845-407,4,2,2,2,2,2,0.0,1.0,0.0,0.0,0.0,233,0.5,<END>,1.0,233|<END>,0.5,1.0,0.0,0.5,Harappa,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1574.1/H-659/Harappa; 2536.1/M-7/Mohenjo-daro
920-060-741-002,4,2,2,2,2,1,1.0,0.0,0.0,0.0,1.0,<START>,1.0,140,1.0,<START>|140,1.0,0.0,0.0,0.0,Kalibangan,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4077,0.6757,0.4797,UnclassifiedOnomasticLead,1879.1/K-4/Kalibangan; 3485.1/M-1114/Mohenjo-daro
803-240-233-520,4,2,2,2,2,1,0.0,1.0,0.0,0.0,0.0,741,0.5,<END>,1.0,741|<END>,0.5,1.0,0.0,0.5,Kalibangan,0.5,Inter-Riverine,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,1880.1/K-5/Kalibangan; 3232.1/M-819/Mohenjo-daro
920-060-741-590,4,2,2,2,2,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,406,0.5,<START>|406,0.5,0.0,1.0,0.5,Lothal,0.5,Gujarat/Kutch,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,2005.1/L-28/Lothal; 2344.1/M-1902/Mohenjo-daro
861-002-235-555,4,2,2,2,2,2,1.0,0.0,0.0,0.0,0.0,<START>,1.0,527,0.5,<START>|527,0.5,0.0,1.0,0.5,Lothal,0.5,Gujarat/Kutch,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,2043.1/L-89/Lothal; 3329.1/M-934/Mohenjo-daro
519-415-220-520,4,2,2,2,2,2,0.5,1.0,0.5,0.0,1.0,<START>,0.5,<END>,1.0,<START>|<END>,0.5,1.0,0.0,0.5,Lothal,0.5,Gujarat/Kutch,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.5546,UnclassifiedOnomasticLead,2052.1/L-98/Lothal; 3094.1/M-650/Mohenjo-daro
002-605-760-740,4,2,2,2,2,2,0.0,1.0,0.0,0.0,1.0,540,0.5,<END>,1.0,540|<END>,0.5,1.0,0.0,0.5,Lothal,0.5,Gujarat/Kutch,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,2061.1/L-112/Lothal; 2251.1/M-1704/Mohenjo-daro
002-032-205-740,4,2,2,2,2,1,0.0,1.0,0.0,0.0,0.0,252,0.5,<END>,1.0,252|<END>,0.5,1.0,0.0,0.5,Mohenjo-daro,0.5,Lower Indus,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.4797,UnclassifiedOnomasticLead,2670.1/M-143/Mohenjo-daro; 3335.1/-/Unknown
235-840-032-740,4,2,2,2,2,1,0.0,1.0,0.0,0.0,0.0,002,1.0,<END>,1.0,002|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,0.5,Lower Indus,0.5,1.0,1.0,0.7878,0.4077,0.6757,0.4797,UnclassifiedOnomasticLead,3513.1/M-1152/Mohenjo-daro; 3925.1/H-1048/Harappa
233-001-760-740,4,2,2,2,2,1,0.5,1.0,0.5,0.0,1.0,002,0.5,<END>,1.0,002|<END>,0.5,1.0,0.0,0.5,Mohenjo-daro,0.5,Lower Indus,0.5,1.0,1.0,0.7878,0.4927,0.6757,0.5546,UnclassifiedOnomasticLead,3908.1/M-1670/Mohenjo-daro; 4162.1/-/Dholavira
002-048,2,12,12,2,2,3,0.0,0.0833,0.0,0.9167,0.4138,817,1.0,740,0.9167,817|740,0.9167,0.0,0.4138,0.2069,Lothal,0.9167,Gujarat/Kutch,0.9167,0.1667,1.0,0.7877,0.4009,0.5924,0.3842,UnclassifiedOnomasticLead,2038.1/L-84/Lothal; 2093.1/L-161/Lothal; 2094.1/L-162/Lothal; 2095.1/L-163/Lothal; 2096.1/L-164/Lothal
031-136,2,4,4,2,2,2,0.75,1.0,0.75,0.0,0.8113,<START>,0.75,<END>,1.0,<START>|<END>,0.75,0.8113,0.0,0.4057,Kanmer,0.75,Gujarat/Kutch,0.75,0.25,0.75,0.7876,0.5471,0.6007,0.6195,UnclassifiedOnomasticLead,3520.1/M-1160/Mohenjo-daro; 3900.1/-/Kanmer; 3901.1/-/Kanmer; 3902.1/-/Kanmer
877-061,2,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,740,1.0,<START>|740,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5147,0.6004,0.4747,UnclassifiedOnomasticLead,2190.1/M-1869/Mohenjo-daro; 2440.1/M-1818/Mohenjo-daro
371-031,2,2,2,1,1,1,1.0,0.0,0.0,0.0,1.0,<START>,1.0,741,1.0,<START>|741,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5147,0.6004,0.4747,UnclassifiedOnomasticLead,2291.1/M-1889/Mohenjo-daro; 2652.1/M-125/Mohenjo-daro
240-226,2,2,2,1,1,1,0.0,1.0,0.0,0.0,0.0,235,0.5,<END>,1.0,235|<END>,0.5,1.0,0.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5997,0.6004,0.4747,UnclassifiedOnomasticLead,2428.1/M-1738/Mohenjo-daro; 3239.1/M-827/Mohenjo-daro
353-460,2,2,2,1,1,2,1.0,0.0,0.0,0.0,0.0,<START>,1.0,742,0.5,<START>|742,0.5,0.0,1.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5997,0.6004,0.4747,UnclassifiedOnomasticLead,2470.1/M-1972/Mohenjo-daro; 2497.1/M-1679/Mohenjo-daro
235-803,2,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,740,1.0,<START>|740,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5147,0.6004,0.4747,UnclassifiedOnomasticLead,2476.1/M-1845/Mohenjo-daro; 3406.1/M-1021/Mohenjo-daro
165-590,2,2,2,1,1,1,0.0,1.0,0.0,0.0,0.0,741,0.5,<END>,1.0,741|<END>,0.5,1.0,0.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5997,0.6004,0.4747,UnclassifiedOnomasticLead,2744.1/M-220/Mohenjo-daro; 3240.1/M-828/Mohenjo-daro
545-140,2,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,894,0.5,<START>|894,0.5,0.0,1.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5997,0.6004,0.4747,UnclassifiedOnomasticLead,2766.1/M-243/Mohenjo-daro; 3531.1/M-1173/Mohenjo-daro
090-621,2,2,2,1,1,1,0.0,1.0,0.0,0.0,1.0,740,1.0,<END>,1.0,740|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5147,0.6004,0.4747,UnclassifiedOnomasticLead,2815.1/M-295/Mohenjo-daro; 3538.1/M-1186/Mohenjo-daro
632-705,2,2,2,1,1,2,1.0,0.5,0.5,0.0,1.0,<START>,1.0,385,0.5,<START>|385,0.5,0.0,1.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5997,0.6004,0.5496,UnclassifiedOnomasticLead,2855.1/M-359/Mohenjo-daro; 3275.1/M-864/Mohenjo-daro
575-741,2,2,2,1,1,1,1.0,0.0,0.0,0.0,1.0,<START>,1.0,004,0.5,<START>|004,0.5,0.0,1.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,0.5,0.7868,0.5997,0.6004,0.4747,UnclassifiedOnomasticLead,3310.1/M-909/Mohenjo-daro; 3565.1/M-1233/Mohenjo-daro
717-740,2,18,18,3,2,5,0.3333,0.6667,0.1667,0.1667,0.895,<START>,0.3333,<END>,0.6667,<START>|400,0.1667,0.8896,0.6528,0.7712,Harappa,0.5,Inter-Riverine,0.6111,0.6667,0.7778,0.7866,0.66,0.617,0.4833,UnclassifiedOnomasticLead,427.2/H-1854/Harappa; 905.1/H-2136/Harappa; 1169.1/H-103/Harappa; 1212.1/H-178/Harappa; 1509.1/H-546/Harappa
388-906,2,3,3,1,1,3,1.0,0.0,0.0,0.0,0.9183,<START>,1.0,812,0.3333,<START>|812,0.3333,0.0,1.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,0.3333,0.6667,0.7861,0.556,0.5335,0.4929,UnclassifiedOnomasticLead,2660.1/M-133/Mohenjo-daro; 2936.1/M-451/Mohenjo-daro; 3712.1/M-1427/Mohenjo-daro
231-705,2,8,8,2,2,3,0.0,0.0,0.0,1.0,0.8194,002,0.25,033,1.0,002|033,0.25,0.9671,0.0,0.4835,Mohenjo-daro,0.875,Lower Indus,0.875,0.75,1.0,0.7859,0.4726,0.6501,0.3443,UnclassifiedOnomasticLead,1171.1/H-130/Harappa; 2533.1/M-4/Mohenjo-daro; 2613.1/M-86/Mohenjo-daro; 2851.1/M-355/Mohenjo-daro; 3067.2/M-606/Mohenjo-daro
503-017-760,3,2,2,1,1,1,0.5,0.0,0.0,0.5,1.0,368,0.5,740,1.0,368|740,0.5,1.0,0.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.7858,0.4027,0.6,0.3697,UnclassifiedOnomasticLead,2272.1/M-1717/Mohenjo-daro; 3848.1/M-859/Mohenjo-daro
235-240-455,3,2,2,1,1,1,0.5,0.0,0.0,0.5,1.0,060,0.5,740,1.0,060|740,0.5,1.0,0.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.7858,0.4027,0.6,0.3697,UnclassifiedOnomasticLead,2293.1/M-808/Mohenjo-daro; 3468.1/M-1096/Mohenjo-daro
742-806-415,3,2,2,1,1,1,0.5,0.0,0.0,0.5,1.0,<START>,0.5,220,1.0,<START>|220,0.5,1.0,0.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.7858,0.4027,0.6,0.3697,UnclassifiedOnomasticLead,2480.1/M-1985/Mohenjo-daro; 2865.1/M-369/Mohenjo-daro
798-233-790,3,2,2,1,1,1,0.5,0.0,0.0,0.5,1.0,<START>,0.5,900,1.0,<START>|900,0.5,1.0,0.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.7858,0.4027,0.6,0.3697,UnclassifiedOnomasticLead,2648.1/M-121/Mohenjo-daro; 2683.1/M-157/Mohenjo-daro
032-740-090,3,2,2,1,1,1,0.0,0.5,0.0,0.5,1.0,840,1.0,<END>,0.5,840|<END>,0.5,0.0,1.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.7858,0.4027,0.6,0.3697,UnclassifiedOnomasticLead,2764.1/M-241/Mohenjo-daro; 3559.1/M-1224/Mohenjo-daro
017-575-740,3,14,14,3,3,4,0.0714,0.5714,0.0714,0.4286,0.9621,920,0.1429,<END>,0.5714,920|400,0.1429,0.9741,0.892,0.933,Mohenjo-daro,0.5714,Lower Indus,0.5714,0.7857,0.8571,0.7857,0.5422,0.6643,0.4109,UnclassifiedOnomasticLead,259.1/H-1051/Harappa; 749.2/H-2183/Harappa; 1318.1/H-296/Harappa; 1429.1/H-432/Harappa; 1536.1/H-592/Harappa
575-335-711,3,18,18,1,1,2,0.0,0.2778,0.0,0.7222,0.82,413,1.0,033,0.7222,413|033,0.7222,0.0,0.8524,0.4262,Harappa,1.0,Inter-Riverine,1.0,0.0,0.7222,0.7856,0.3299,0.4999,0.4422,UnclassifiedOnomasticLead,300.2/-/Harappa; 432.1/H-1820/Harappa; 561.2/H-1815/Harappa; 581.2/H-1990/Harappa; 582.2/H-1821/Harappa
255-436,2,15,15,2,1,2,0.2667,0.0,0.0,0.7333,0.6183,920,0.7333,690,0.9333,920|690,0.7333,0.8366,0.3534,0.595,Harappa,0.9333,Inter-Riverine,1.0,0.0,0.9333,0.785,0.4904,0.5147,0.4207,UnclassifiedOnomasticLead,291.1/-/Harappa; 597.1/H-2039/Harappa; 1050.1/H-1154/Harappa; 1300.1/H-278/Harappa; 1301.1/H-279/Harappa
900-165,2,10,10,2,2,5,0.6,0.7,0.5,0.2,0.8445,<START>,0.6,<END>,0.7,<START>|<END>,0.5,0.7855,0.6784,0.7319,Mohenjo-daro,0.8,Lower Indus,0.8,0.2,0.9,0.7843,0.591,0.5495,0.512,UnclassifiedOnomasticLead,319.1/H-1077/Harappa; 1621.1/H-718/Harappa; 2595.1/M-67/Mohenjo-daro; 2985.1/M-509/Mohenjo-daro; 2986.1/M-510/Mohenjo-daro
017-575,2,14,14,3,3,4,0.0714,0.0,0.0,0.9286,0.9176,920,0.1429,740,1.0,920|740,0.1429,0.9741,0.0,0.487,Mohenjo-daro,0.5714,Lower Indus,0.5714,0.7857,0.8571,0.7838,0.5084,0.7279,0.391,UnclassifiedOnomasticLead,259.1/H-1051/Harappa; 749.2/H-2183/Harappa; 1318.1/H-296/Harappa; 1429.1/H-432/Harappa; 1536.1/H-592/Harappa
240-705-033,3,13,13,3,2,2,0.6923,0.0,0.0,0.3077,0.8346,<START>,0.6923,550,0.3846,<START>|550,0.3846,0.756,0.848,0.802,Harappa,0.3846,Lower Indus,0.6154,0.6154,0.6923,0.7838,0.5129,0.6147,0.4442,UnclassifiedOnomasticLead,63.1/C-64/Chanhu-daro; 95.1/C-7/Chanhu-daro; 97.1/C-9/Chanhu-daro; 512.2/H-1816/Harappa; 635.1/H-1814/Harappa
503-017-740-400,4,3,3,2,2,2,0.6667,1.0,0.6667,0.0,0.0,<START>,0.6667,<END>,1.0,<START>|<END>,0.6667,0.9183,0.0,0.4592,Harappa,0.6667,Inter-Riverine,0.6667,0.3333,1.0,0.7838,0.4337,0.6076,0.5979,UnclassifiedOnomasticLead,730.1/-/Harappa; 1208.1/H-174/Harappa; 2314.1/M-1891/Mohenjo-daro
741-590-390-151,4,3,3,2,2,2,0.0,1.0,0.0,0.0,0.0,330,0.6667,<END>,1.0,330|<END>,0.6667,0.9183,0.0,0.4592,Harappa,0.6667,Inter-Riverine,0.6667,0.3333,1.0,0.7838,0.4337,0.6076,0.4979,UnclassifiedOnomasticLead,1214.1/H-180/Harappa; 1214.2/H-180/Harappa; 2344.1/M-1902/Mohenjo-daro
595-001-142-617,4,4,4,1,1,1,0.0,1.0,0.0,0.0,0.8113,095,1.0,<END>,1.0,095|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,0.75,0.7836,0.3211,0.4993,0.512,UnclassifiedOnomasticLead,278.1/M-592/Mohenjo-daro; 2994.1/M-519/Mohenjo-daro; 2995.1/M-520/Mohenjo-daro; 3738.1/M-1470/Mohenjo-daro
575-335-711-033,4,13,13,1,1,1,0.0,0.1538,0.0,0.8462,0.6194,413,1.0,700,0.7692,413|700,0.7692,0.0,0.6254,0.3127,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.7835,0.2867,0.4992,0.4081,UnclassifiedOnomasticLead,300.2/-/Harappa; 561.2/H-1815/Harappa; 581.2/H-1990/Harappa; 635.2/H-1814/Harappa; 653.2/H-1813/Harappa
235-240-740,3,15,15,3,2,3,0.4,0.0667,0.0667,0.6,0.8201,590,0.4667,090,0.8667,590|090,0.4667,0.7814,0.4416,0.6115,Mohenjo-daro,0.6,Lower Indus,0.6667,0.2,0.9333,0.7833,0.4052,0.5992,0.4391,UnclassifiedOnomasticLead,70.1/C-70/Chanhu-daro; 574.1/H-2055/Harappa; 666.1/H-2054/Harappa; 691.1/H-2056/Harappa; 902.1/H-2020/Harappa
240-100,2,11,11,3,2,4,0.5455,0.1818,0.0909,0.3636,0.961,<START>,0.5455,740,0.8182,<START>|740,0.4545,0.7928,0.684,0.7384,Harappa,0.4545,Lower Indus,0.5455,0.7273,0.7273,0.7831,0.6128,0.6445,0.4489,UnclassifiedOnomasticLead,62.1/C-65/Chanhu-daro; 77.1/C-51/Chanhu-daro; 406.2/H-1895/Harappa; 1134.1/H-76/Harappa; 1276.1/H-251/Harappa
821-740,2,4,4,3,3,3,0.75,1.0,0.75,0.0,0.8113,<START>,0.75,<END>,1.0,<START>|<END>,0.75,0.8113,0.0,0.4057,Mohenjo-daro,0.5,Lower Indus,0.5,0.5,0.75,0.7826,0.5721,0.6989,0.6195,UnclassifiedOnomasticLead,1210.1/H-176/Harappa; 2133.3/L-217/Lothal; 2215.1/M-1811/Mohenjo-daro; 2446.1/M-1868/Mohenjo-daro
692-001,2,4,4,2,2,2,1.0,0.0,0.0,0.0,0.0,<START>,1.0,240,0.5,<START>|240,0.5,0.0,0.9464,0.4732,Harappa,0.5,Inter-Riverine,0.5,0.5,0.75,0.7826,0.5836,0.6239,0.507,UnclassifiedOnomasticLead,1710.2/H-821/Harappa; 1711.2/H-822/Harappa; 2218.1/M-1683/Mohenjo-daro; 2583.1/M-55/Mohenjo-daro
240-760,2,4,4,2,2,2,0.75,0.0,0.0,0.25,0.8113,<START>,0.75,740,1.0,<START>|740,0.75,0.8113,0.0,0.4057,Harappa,0.75,Inter-Riverine,0.75,0.25,1.0,0.7826,0.5146,0.5989,0.457,UnclassifiedOnomasticLead,455.1/H-2076/Harappa; 469.1/H-2077/Harappa; 1785.1/H-903/Harappa; 2182.1/M-1792/Mohenjo-daro
176-336,2,4,4,2,2,3,0.75,0.0,0.0,0.25,0.9464,<START>,0.75,740,1.0,<START>|740,0.75,0.8113,0.0,0.4057,Harappa,0.75,Inter-Riverine,0.75,0.25,1.0,0.7826,0.5146,0.5989,0.457,UnclassifiedOnomasticLead,1249.1/H-218/Harappa; 1362.1/H-341/Harappa; 1774.1/H-892/Harappa; 2562.1/M-34/Mohenjo-daro
440-760,2,6,6,2,2,2,0.1667,0.0,0.0,0.8333,0.9206,002,0.3333,740,1.0,002|740,0.3333,0.9697,0.0,0.4849,Mohenjo-daro,0.8333,Lower Indus,0.8333,1.0,0.8333,0.7819,0.5068,0.6737,0.3617,UnclassifiedOnomasticLead,1161.1/H-101/Harappa; 2225.1/M-1923/Mohenjo-daro; 2277.1/M-1990/Mohenjo-daro; 2641.1/M-114/Mohenjo-daro; 2676.1/M-149/Mohenjo-daro
060-741,2,38,38,7,4,7,0.0,0.0526,0.0,0.9474,0.6504,920,1.0,003,0.0789,920|003,0.0789,0.0,0.9737,0.4869,Mohenjo-daro,0.6316,Lower Indus,0.6579,0.7632,0.8158,0.7818,0.5491,0.8749,0.4477,CrossSiteNameAnchorCandidate,104.1/C-16/Chanhu-daro; 257.1/H-1309/Harappa; 491.2/H-2127/Harappa; 589.2/H-2128/Harappa; 1145.1/H-89/Harappa
240-798-740,3,3,3,3,3,1,0.3333,1.0,0.3333,0.0,0.9183,<START>,0.3333,<END>,1.0,<START>|<END>,0.3333,1.0,0.0,0.5,Harappa,0.3333,Inter-Riverine,0.3333,1.0,0.6667,0.7818,0.4906,0.7486,0.5379,UnclassifiedOnomasticLead,1428.1/H-431/Harappa; 2003.1/L-26/Lothal; 2574.1/M-46/Mohenjo-daro
003-226,2,2,2,2,1,2,0.5,1.0,0.5,0.0,1.0,002,0.5,<END>,1.0,002|<END>,0.5,1.0,0.0,0.5,Bala-kot,0.5,Lower Indus,1.0,0.5,1.0,0.7818,0.5747,0.5736,0.5496,UnclassifiedOnomasticLead,19.1/Blk-1/Bala-kot; 5382.1/Ns-83/Nausharo
741-530,2,2,2,2,1,2,1.0,0.0,0.0,0.0,1.0,<START>,1.0,390,0.5,<START>|390,0.5,0.0,1.0,0.5,Harappa,0.5,Inter-Riverine,1.0,0.5,1.0,0.7818,0.5747,0.5736,0.4747,UnclassifiedOnomasticLead,1665.1/H-773/Harappa; 1882.1/K-7/Kalibangan
388-443-740,3,3,3,1,1,2,0.0,0.6667,0.0,0.3333,1.0,033,0.3333,<END>,0.6667,033|<END>,0.3333,1.0,0.9183,0.9591,Harappa,1.0,Inter-Riverine,1.0,1.0,1.0,0.7818,0.5254,0.5486,0.3546,UnclassifiedOnomasticLead,1178.1/H-137/Harappa; 1422.1/H-420/Harappa; 3918.1/H-1024/Harappa
806-235-240,3,3,3,1,1,2,0.6667,0.0,0.0,0.3333,1.0,<START>,0.6667,055,0.3333,002|055,0.3333,0.9183,1.0,0.9591,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.7818,0.5254,0.5486,0.3546,UnclassifiedOnomasticLead,2557.1/M-29/Mohenjo-daro; 2558.1/M-30/Mohenjo-daro; 2901.1/M-405/Mohenjo-daro
550-060-235,3,3,3,1,1,2,0.6667,0.0,0.0,0.3333,1.0,<START>,0.6667,032,0.3333,611|032,0.3333,0.9183,1.0,0.9591,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.7818,0.5254,0.5486,0.3546,UnclassifiedOnomasticLead,2584.1/M-56/Mohenjo-daro; 2892.1/M-396/Mohenjo-daro; 3191.1/M-777/Mohenjo-daro
