"Rank","Sign","TotalTokens","TokenPct","CumulativeCoverage","CoreGroup","PositionRole","MechanismHypothesis","StartPct","MedialPct","EndPct","SingletonPct","PositionEntropy10","LeftNeighborEntropy","RightNeighborEntropy","DominantLeftNeighbor","DominantLeftShare","DominantRightNeighbor","DominantRightShare","RegionEntropy","SiteEntropy","TypeEntropy","AdjacentSelfRepeats","CandidateClasses"
"242","019","6","0.000333","0.942862","Extension95","InitialMarker","FormulaOrGrammarMarker","0.75","0.25","0","0","0.6778","0.9183","0.961","002","0.6667","156","0.4","0.9206","0.9206","0.7897","0","Unclassified"
"243","027","6","0.000333","0.943194","Extension95","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.1957","0","0","","0","032","1","0","0","0","0","Unclassified"
"244","049","6","0.000333","0.943527","Extension95","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.5775","0.8113","0.865","002","0.75","740","0.6","0.9206","0.9206","0.9697","0","Unclassified"
"245","110","6","0.000333","0.943859","Extension95","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0.65","0.65","0.65","0","Unclassified"
"246","159","6","0.000333","0.944192","Extension95","TerminalMarker","FormulaOrGrammarMarker","0","0.4","0.6","0","0.4392","0.961","0.9183","877","0.4","400","0.6667","1","1","0.9183","0","Unclassified"
"247","221","6","0.000333","0.944524","Extension95","MixedPosition","UnclassifiedComputationalLead","0.5","0.5","0","0","0.5775","1","0.9697","031","0.3333","740","0.3333","0.9206","0.8962","0.9206","0","Unclassified"
"248","242","6","0.000333","0.944857","Extension95","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0.5","0","0.5","0.4392","0.9464","0.9183","235","0.5","740","0.6667","0.9206","0.9206","0.9206","0","Unclassified"
"249","263","6","0.000333","0.94519","Extension95","InitialMarker","FormulaOrGrammarMarker","0.8333","0.1667","0","0","0.4392","0","0.9697","104","1","368","0.3333","1","0.9206","0.9591","0","Unclassified"
"250","346","6","0.000333","0.945522","Extension95","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.1957","1","1","706","0.5","255","0.1667","0.9183","0.7897","0.9206","0","Unclassified"
"251","392","6","0.000333","0.945855","Extension95","MixedPosition","ExtendedInventoryCandidate","0.25","0.25","0.5","0","0.6778","1","1","631","0.2","002","0.25","0.8962","1","0.7897","0","Unclassified"
"252","420","6","0.000333","0.946187","Extension95","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4392","1","0.8113","125","0.25","595","0.75","1","1","0.8962","0","Unclassified"
"253","456","6","0.000333","0.94652","Extension95","InitialMarker","FormulaOrGrammarMarker","0.6","0.4","0","0","0.6778","1","1","503","0.5","400","0.2","0.65","0.7897","1","0","Unclassified"
"254","465","6","0.000333","0.946852","Extension95","InitialMarker","FormulaOrGrammarMarker","0.8333","0.1667","0","0","0.1957","0","0.65","033","1","806","0.8333","0.65","0.65","0.65","0","Unclassified"
"255","472","6","0.000333","0.947185","Extension95","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.4","0.6","0","0","0.5775","1","0","013","0.3333","806","1","0.9206","0.8962","0.9206","0","Unclassified"
"256","521","6","0.000333","0.947517","Extension95","MixedPosition","ExtendedInventoryCandidate","0.1667","0.6667","0.1667","0","0.7782","1","1","702","0.2","400","0.2","0.65","0.9206","0.65","2","Unclassified"
"257","564","6","0.000333","0.94785","Extension95","MixedPosition","ExtendedInventoryCandidate","0.4","0.6","0","0","0.6778","1","0.8962","060","0.3333","740","0.5","0.9206","0.8962","0.7897","0","Unclassified"
"258","572","6","0.000333","0.948182","Extension95","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0.2","0.8","0","0","0.5775","0.961","0.7219","368","0.4","741","0.8","0.8962","0.8962","0","0","Unclassified"
"259","604","6","0.000333","0.948515","Extension95","MedialCarrier","UnclassifiedComputationalLead","0","1","0","0","0.5775","1","1","407","0.5","700","0.25","0.9591","0.9697","0.9697","0","Unclassified"
"260","611","6","0.000333","0.948847","Extension95","MedialCarrier","UnclassifiedComputationalLead","0","1","0","0","0.5775","0.961","1","820","0.4","388","0.25","0.9206","0.9591","0.9591","0","Unclassified"
"261","749","6","0.000333","0.94918","Extension95","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0.4","0.6","0","0","0","479","1","","0","0","0","0","0","Unclassified"
"262","791","6","0.000333","0.949512","Extension95","MixedPosition","ExtendedInventoryCandidate","0.4","0.4","0.2","0","0.6778","1","1","575","0.3333","176","0.2","1","0.9591","0.7897","0","Unclassified"
"263","825","6","0.000333","0.949845","Extension95","MedialCarrier","ExtendedInventoryCandidate","0.25","0.75","0","0","0.7782","0.9464","1","002","0.5","005","0.2","0.9206","0.8962","0.9591","0","Unclassified"
"264","869","6","0.000333","0.950177","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0.25","0.75","0","0.1957","0.961","0","060","0.4","390","1","0.65","0.65","0.65","0","Unclassified"
"265","028","5","0.000277","0.950454","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4127","0","0.7219","741","1","032","0.8","0.7219","0.7219","0.971","0","RareOrAllographCandidate"
"266","103","5","0.000277","0.950732","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.25","0.5","0.25","0","0.5786","0.9464","0.9464","002","0.5","740","0.5","0.865","0.865","0.971","0","RareOrAllographCandidate"
"267","132","5","0.000277","0.951009","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.5","0.5","0","0","0.5786","1","1","082","0.3333","924","0.2","0.961","1","0.7219","0","RareOrAllographCandidate"
"268","139","5","0.000277","0.951286","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0","0.3333","0","0.4581","0","1","002","1","145","0.3333","0.865","0.865","1","0","RareOrAllographCandidate"
"269","153","5","0.000277","0.951563","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0.25","0.75","0","0.2173","1","0","220","0.2","400","1","0.9602","0.9602","0.961","0","RareOrAllographCandidate"
"270","160","5","0.000277","0.95184","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.3333","0.3333","0","0.5786","1","1","090","0.5","384","0.25","1","1","0.9602","0","RareOrAllographCandidate"
"271","200","5","0.000277","0.952117","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0.5","0.5","0","0.2173","0.8113","0","705","0.75","906","1","0.7219","0.7219","0.865","0","RareOrAllographCandidate"
"272","201","5","0.000277","0.952394","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","060","1","0.7219","0.7219","0.7219","0","RareOrAllographCandidate"
"273","202","5","0.000277","0.952671","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4127","0.865","0.865","892","0.6","400","0.6","0.971","0.971","0.971","0","RareOrAllographCandidate"
"274","244","5","0.000277","0.952948","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.25","0.25","0.5","0","0.4581","0.9464","1","165","0.5","065","0.3333","0.865","0.865","0.7219","0","RareOrAllographCandidate"
"275","272","5","0.000277","0.953225","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.75","0.25","0","0","0.4127","0","0.9464","637","1","033","0.5","0.7219","0.7219","0.865","0","RareOrAllographCandidate"
"276","279","5","0.000277","0.953503","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.5786","0","1","142","1","442","0.2","0.865","0.865","0","0","RareOrAllographCandidate"
"277","285","5","0.000277","0.95378","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.4127","1","0.8113","491","0.5","002","0.75","0.961","0.961","0.971","0","RareOrAllographCandidate"
"278","352","5","0.000277","0.954057","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6","0.4","0","0","0.5786","1","0.961","125","0.5","400","0.4","0.7219","0.7219","0.7219","0","RareOrAllographCandidate"
"279","362","5","0.000277","0.954334","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.3333","0.6667","0","0","0.5786","1","0.8113","002","0.5","740","0.75","0.971","0.865","1","0","RareOrAllographCandidate"
"280","421","5","0.000277","0.954611","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0.25","0.75","0","0","0.4127","0","0.7219","003","1","176","0.8","0.7219","0.7219","0.7219","0","RareOrAllographCandidate"
"281","442","5","0.000277","0.954888","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0.5786","1","1","220","0.25","520","0.25","0.971","0.865","0.971","0","RareOrAllographCandidate"
"282","443","5","0.000277","0.955165","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.5786","0.8113","0","388","0.75","740","1","0.971","0.865","0.9602","0","RareOrAllographCandidate"
"283","531","5","0.000277","0.955442","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.4","0.6","0","0","0.4581","0.9183","0.7219","060","0.6667","740","0.8","0.971","0.961","0","0","RareOrAllographCandidate"
"284","578","5","0.000277","0.955719","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","415","1","032","1","0","0","0","0","RareOrAllographCandidate"
"285","600","5","0.000277","0.955996","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0.5","0.5","0","0.4127","1","1","143","0.25","390","0.5","0.7219","0.7219","0.7219","0","RareOrAllographCandidate"
"286","634","5","0.000277","0.956274","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4127","0","0.961","032","1","368","0.4","0.865","0.961","0","0","RareOrAllographCandidate"
"287","637","5","0.000277","0.956551","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.4127","0","0.7219","240","1","740","0.8","0.7219","0.7219","0.865","0","RareOrAllographCandidate"
"288","681","5","0.000277","0.956828","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4127","0","0.8113","","0","690","0.75","0","0","0","0","RareOrAllographCandidate"
"289","687","5","0.000277","0.957105","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2173","0","0.8113","","0","690","0.75","0","0","0","0","RareOrAllographCandidate"
"290","704","5","0.000277","0.957382","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.4","0.6","0","0","0.2173","1","0.961","176","0.3333","167","0.4","0","0","0.971","0","RareOrAllographCandidate"
"291","710","5","0.000277","0.957659","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.3333","0.3333","0","0.699","1","0.9464","455","0.3333","390","0.5","0.971","0.971","0.9602","0","RareOrAllographCandidate"
"292","712","5","0.000277","0.957936","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","840","1","","0","0","0","0","0","RareOrAllographCandidate"
"293","744","5","0.000277","0.958213","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.5786","1","0.9464","033","0.5","760","0.5","0.865","0.865","0.961","0","RareOrAllographCandidate"
"294","842","5","0.000277","0.95849","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","1","0","871","0.2","","0","0","0.7219","0","0","RareOrAllographCandidate"
"295","871","5","0.000277","0.958767","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.25","0.25","0.5","0","0.2173","0.9464","1","740","0.5","390","0.5","0.971","0.865","0.7219","0","RareOrAllographCandidate"
"296","029","4","0.000222","0.958989","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.5","0.5","0","0","0.4515","1","0.9464","220","0.5","032","0.5","0.9464","1","1","0","RareOrAllographCandidate"
"297","071","4","0.000222","0.959211","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.3333","0.6667","0","0","0.4515","0.9183","0.9464","032","0.6667","407","0.5","0.8113","0.8113","0.9464","0","RareOrAllographCandidate"
"298","081","4","0.000222","0.959432","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4515","1","0.9464","220","0.3333","741","0.5","0.8113","0.8113","0.8113","0","RareOrAllographCandidate"
"299","096","4","0.000222","0.959654","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4515","0","0.9183","","0","861","0.6667","0.8113","0.8113","0.9464","0","RareOrAllographCandidate"
"300","127","4","0.000222","0.959876","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.3333","0","0.3333","0.3333","0.4515","0","1","381","1","033","0.5","0.9464","1","1","0","RareOrAllographCandidate"
"301","143","4","0.000222","0.960098","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0.5","0.5","0","0.4515","1","1","096","0.3333","390","0.3333","0.8113","0.9464","0.9464","0","RareOrAllographCandidate"
"302","144","4","0.000222","0.960319","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.25","0","0","0.75","0.2442","0","0","","0","002","1","0.8113","0.8113","0.8113","0","RareOrAllographCandidate"
"303","145","4","0.000222","0.960541","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.3333","0","0","0.6667","0.2442","0","0","139","1","617","1","0.9464","0.9464","1","0","RareOrAllographCandidate"
"304","146","4","0.000222","0.960763","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4515","0","1","","0","742","0.3333","0.8113","0.9464","0.8113","0","RareOrAllographCandidate"
"305","192","4","0.000222","0.960984","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.6021","1","1","368","0.5","871","0.3333","1","0.9464","0.8113","0","RareOrAllographCandidate"
"306","216","4","0.000222","0.961206","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2442","0","0.9464","","0","861","0.5","0.8113","0.9464","0.8113","0","RareOrAllographCandidate"
"307","229","4","0.000222","0.961428","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4515","0","0","705","1","151","1","0.8113","0.8113","0.8113","0","RareOrAllographCandidate"
"308","268","4","0.000222","0.961649","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4515","1","0.8113","002","0.25","760","0.75","0.8113","0.8113","0.9464","0","RareOrAllographCandidate"
"309","292","4","0.000222","0.961871","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0.6667","0.3333","0","0.4515","0.9464","1","590","0.5","381","0.5","0.9464","0.9464","1","0","RareOrAllographCandidate"
"310","319","4","0.000222","0.962093","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.5","0.5","0","0","0.6021","1","1","617","0.5","705","0.25","0.9464","0.9464","0.9464","0","RareOrAllographCandidate"
"311","322","4","0.000222","0.962314","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.75","0.25","0","0","0.4515","0","0.9464","803","1","920","0.5","0.8113","0.8113","0.9464","0","RareOrAllographCandidate"
"312","409","4","0.000222","0.962536","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","1","0","190","0.25","","0","1","1","0.8113","0","RareOrAllographCandidate"
"313","470","4","0.000222","0.962758","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.6021","0","0.9464","002","1","806","0.5","0","0","1","0","RareOrAllographCandidate"
"314","502","4","0.000222","0.962979","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.301","0","0.9464","031","1","002","0.5","0","0","1","0","RareOrAllographCandidate"
"315","543","4","0.000222","0.963201","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.6021","0","0.8113","350","1","740","0.75","0.8113","0.8113","0","0","RareOrAllographCandidate"
"316","643","4","0.000222","0.963423","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4515","0.8113","0","240","0.75","740","1","0.9464","0.9464","0","0","RareOrAllographCandidate"
"317","685","4","0.000222","0.963644","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0.5","0","0.5","0.2442","1","0","001","0.3333","865","1","0.9464","0.9464","0.8113","0","RareOrAllographCandidate"
"318","736","4","0.000222","0.963866","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","904","1","0","0","0","0","RareOrAllographCandidate"
"319","775","4","0.000222","0.964088","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.301","0","0.8113","516","1","400","0.75","0","0","0","0","RareOrAllographCandidate"
"320","797","4","0.000222","0.964309","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.6021","0","0.9183","688","1","740","0.6667","0.9464","0.9464","0.9464","0","RareOrAllographCandidate"
"321","799","4","0.000222","0.964531","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","840","1","0","0","0","0","RareOrAllographCandidate"
"322","879","4","0.000222","0.964753","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4515","0.9464","0","220","0.5","740","1","0.8113","0.8113","0","0","RareOrAllographCandidate"
"323","893","4","0.000222","0.964975","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.6667","0","0","0.2442","1","1","001","0.3333","031","0.25","0.8113","0.8113","0.9464","0","RareOrAllographCandidate"
"324","898","4","0.000222","0.965196","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.3333","0","0.3333","0.4515","1","1","617","0.5","257","0.5","1","1","1","0","RareOrAllographCandidate"
"325","899","4","0.000222","0.965418","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0.6021","1","1","700","0.5","617","0.3333","0.8113","0.8113","0.8113","0","RareOrAllographCandidate"
"326","903","4","0.000222","0.96564","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.5","0.5","0","0","0.6021","1","1","903","0.5","903","0.25","0","0","0.8113","2","RareOrAllographCandidate"
"327","910","4","0.000222","0.965861","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2442","0","0.8113","","0","740","0.75","1","1","0","0","RareOrAllographCandidate"
"328","912","4","0.000222","0.966083","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.4515","1","0","002","0.5","740","1","0.9464","0.9464","0.8113","0","RareOrAllographCandidate"
"329","922","4","0.000222","0.966305","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4515","0","0.9464","","0","455","0.5","0.8113","0.9464","0.9464","0","RareOrAllographCandidate"
"330","012","3","0.000166","0.966471","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.2764","0","1","031","1","440","0.3333","0","0","0.9183","0","RareOrAllographCandidate"
"331","025","3","0.000166","0.966637","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","0","","0","032","1","0","0","0","0","RareOrAllographCandidate"
"332","046","3","0.000166","0.966803","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0","0.3333","0","0.4771","0","1","031","1","621","0.5","0","0","0.9183","0","RareOrAllographCandidate"
"333","062","3","0.000166","0.96697","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4771","1","1","002","0.5","151","0.5","0.9183","0.9183","1","0","RareOrAllographCandidate"
"334","105","3","0.000166","0.967136","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0.2764","1","0","031","0.5","550","1","0.9183","1","1","0","RareOrAllographCandidate"
"335","117","3","0.000166","0.967302","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.3333","0","0","0.6667","0.2764","0","0","","0","617","1","1","1","0.9183","0","RareOrAllographCandidate"
"336","118","3","0.000166","0.967468","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","1","","0","156","0.3333","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"337","134","3","0.000166","0.967635","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4771","1","1","368","0.5","388","0.5","0.9183","1","1","0","RareOrAllographCandidate"
"338","168","3","0.000166","0.967801","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4771","0.9183","1","032","0.6667","002","0.3333","0","0","0","0","RareOrAllographCandidate"
"339","177","3","0.000166","0.967967","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.3333","0.6667","0","0","0.2764","1","0","231","0.5","740","1","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"340","193","3","0.000166","0.968133","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.4771","0","1","384","1","892","0.3333","0","0","0.9183","0","RareOrAllographCandidate"
"341","223","3","0.000166","0.9683","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4771","1","1","575","0.5","368","0.5","1","1","0.9183","0","RareOrAllographCandidate"
"342","230","3","0.000166","0.968466","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0.3333","0","0","0.6667","0.2764","0","0","","0","156","1","0","0.9183","0.9183","0","RareOrAllographCandidate"
"343","264","3","0.000166","0.968632","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4771","1","1","231","0.5","760","0.3333","0","0","0.9183","0","RareOrAllographCandidate"
"344","278","3","0.000166","0.968798","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.6667","0","0","0.4771","1","1","595","0.5","220","0.3333","0.9183","0.9183","0","0","RareOrAllographCandidate"
"345","286","3","0.000166","0.968965","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0.5","0.5","0","0.4771","1","1","220","0.5","368","0.5","0","0","0","0","RareOrAllographCandidate"
"346","296","3","0.000166","0.969131","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4771","1","0.9183","350","0.5","002","0.6667","0.9183","1","0","0","RareOrAllographCandidate"
"347","300","3","0.000166","0.969297","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4771","1","1","490","0.3333","002","0.5","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"348","301","3","0.000166","0.969464","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.4771","1","0","190","0.3333","002","1","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"349","302","3","0.000166","0.96963","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4771","1","1","596","0.3333","820","0.5","1","1","0.9183","0","RareOrAllographCandidate"
"350","308","3","0.000166","0.969796","LongTail99","MedialCarrier","RareVariantNumberOrEsotericCandidate","0","1","0","0","0.4771","1","1","072","0.3333","002","0.3333","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"351","310","3","0.000166","0.969962","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.4771","0","1","350","1","817","0.5","0","1","0.9183","0","RareOrAllographCandidate"
"352","324","3","0.000166","0.970129","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.3333","0.3333","0","0.4771","1","1","255","0.5","794","0.5","0.9183","0.9183","1","0","RareOrAllographCandidate"
"353","330","3","0.000166","0.970295","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0.2764","0","0.9183","368","1","741","0.6667","0","0.9183","0.9183","0","RareOrAllographCandidate"
"354","345","3","0.000166","0.970461","LongTail99","InitialMarker","FormulaOrGrammarMarker","0.6667","0.3333","0","0","0.2764","0","0.9183","279","1","741","0.6667","0","0","0","0","RareOrAllographCandidate"
"355","361","3","0.000166","0.970627","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","0","002","1","741","1","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"356","367","3","0.000166","0.970794","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0.5","0.5","0","0.2764","1","0","390","0.5","001","1","0.9183","0.9183","1","0","RareOrAllographCandidate"
"357","381","3","0.000166","0.97096","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.5","0.5","0","0","0.4771","1","1","292","0.5","127","0.3333","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"358","424","3","0.000166","0.971126","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0","0.5","0","0.2764","0","0","003","1","740","1","0","0","0.9183","0","RareOrAllographCandidate"
"359","452","3","0.000166","0.971292","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0.5","0","0.5","0.4771","0","1","060","1","002","0.5","0.9183","1","0.9183","0","RareOrAllographCandidate"
"360","490","3","0.000166","0.971459","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4771","0","1","390","1","300","0.5","0","0","0.9183","0","RareOrAllographCandidate"
"361","513","3","0.000166","0.971625","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.4771","1","0.9183","390","0.5","463","0.6667","0.9183","0.9183","0","0","RareOrAllographCandidate"
"362","516","3","0.000166","0.971791","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","0","775","1","775","1","0","0","0","0","RareOrAllographCandidate"
"363","534","3","0.000166","0.971957","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0.5","0.5","0","0.4771","1","1","556","0.5","742","0.5","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"364","544","3","0.000166","0.972124","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.4771","0","1","353","1","690","0.5","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"365","551","3","0.000166","0.97229","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0.2764","0","1","","0","550","0.5","0.9183","1","0.9183","0","RareOrAllographCandidate"
"366","560","3","0.000166","0.972456","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0.5","0","0","0.4771","1","0.9183","233","0.5","740","0.6667","0","0","0","0","RareOrAllographCandidate"
"367","561","3","0.000166","0.972622","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0.3333","0.3333","0.3333","0","0.4771","1","1","586","0.5","500","0.5","1","1","0.9183","0","RareOrAllographCandidate"
"368","631","3","0.000166","0.972789","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0.2764","0","0.9183","","0","405","0.6667","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"369","678","3","0.000166","0.972955","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","0","","0","400","1","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"370","683","3","0.000166","0.973121","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.2764","0","1","","0","572","0.5","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
"371","688","3","0.000166","0.973288","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0.5","0","0.5","0","0.4771","0","1","740","1","317","0.5","1","1","1","0","RareOrAllographCandidate"
"372","716","3","0.000166","0.973454","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0.4771","0","1","605","1","350","0.5","0.9183","0.9183","0.9183","0","RareOrAllographCandidate"
