"Rank","Sign","TotalTokens","TokenPct","CumulativeCoverage","CoreGroup","PositionRole","MechanismHypothesis","StartPct","MedialPct","EndPct","SingletonPct","PositionEntropy10","LeftNeighborEntropy","RightNeighborEntropy","DominantLeftNeighbor","DominantLeftShare","DominantRightNeighbor","DominantRightShare","RegionEntropy","SiteEntropy","TypeEntropy","AdjacentSelfRepeats","CandidateClasses"
"669","809","1","5.5E-05","0.997617","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","033","1","308","1","0","0","0","0","RareOrAllographCandidate"
"670","811","1","5.5E-05","0.997672","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","832","1","267","1","0","0","0","0","RareOrAllographCandidate"
"671","815","1","5.5E-05","0.997728","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","718","1","0","0","0","0","RareOrAllographCandidate"
"672","816","1","5.5E-05","0.997783","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","595","1","820","1","0","0","0","0","RareOrAllographCandidate"
"673","826","1","5.5E-05","0.997839","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","065","1","0","0","0","0","RareOrAllographCandidate"
"674","827","1","5.5E-05","0.997894","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","336","1","0","0","0","0","RareOrAllographCandidate"
"675","830","1","5.5E-05","0.997949","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","002","1","840","1","0","0","0","0","RareOrAllographCandidate"
"676","835","1","5.5E-05","0.998005","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","240","1","740","1","0","0","0","0","RareOrAllographCandidate"
"677","837","1","5.5E-05","0.99806","RareTail","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"678","841","1","5.5E-05","0.998116","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"679","855","1","5.5E-05","0.998171","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","297","1","","0","0","0","0","0","RareOrAllographCandidate"
"680","857","1","5.5E-05","0.998227","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","003","1","128","1","0","0","0","0","RareOrAllographCandidate"
"681","858","1","5.5E-05","0.998282","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","740","1","","0","0","0","0","0","RareOrAllographCandidate"
"682","859","1","5.5E-05","0.998337","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","741","1","0","0","0","0","RareOrAllographCandidate"
"683","860","1","5.5E-05","0.998393","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","520","1","","0","0","0","0","0","RareOrAllographCandidate"
"684","862","1","5.5E-05","0.998448","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","002","1","0","0","0","0","RareOrAllographCandidate"
"685","863","1","5.5E-05","0.998504","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"686","864","1","5.5E-05","0.998559","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","065","1","0","0","0","0","RareOrAllographCandidate"
"687","866","1","5.5E-05","0.998614","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","151","1","","0","0","0","0","0","RareOrAllographCandidate"
"688","872","1","5.5E-05","0.99867","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","032","1","","0","0","0","0","0","RareOrAllographCandidate"
"689","874","1","5.5E-05","0.998725","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","543","1","","0","0","0","0","0","RareOrAllographCandidate"
"690","875","1","5.5E-05","0.998781","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","700","1","","0","0","0","0","0","RareOrAllographCandidate"
"691","876","1","5.5E-05","0.998836","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","032","1","","0","0","0","0","0","RareOrAllographCandidate"
"692","878","1","5.5E-05","0.998892","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","382","1","0","0","0","0","RareOrAllographCandidate"
"693","894","1","5.5E-05","0.998947","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","140","1","590","1","0","0","0","0","RareOrAllographCandidate"
"694","895","1","5.5E-05","0.999002","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","785","1","350","1","0","0","0","0","RareOrAllographCandidate"
"695","897","1","5.5E-05","0.999058","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","520","1","0","0","0","0","RareOrAllographCandidate"
"696","902","1","5.5E-05","0.999113","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","140","1","0","0","0","0","RareOrAllographCandidate"
"697","907","1","5.5E-05","0.999169","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","161","1","","0","0","0","0","0","RareOrAllographCandidate"
"698","911","1","5.5E-05","0.999224","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","006","1","","0","0","0","0","0","RareOrAllographCandidate"
"699","914","1","5.5E-05","0.99928","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"700","918","1","5.5E-05","0.999335","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"701","925","1","5.5E-05","0.99939","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","741","1","0","0","0","0","RareOrAllographCandidate"
"702","926","1","5.5E-05","0.999446","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"703","932","1","5.5E-05","0.999501","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","740","1","","0","0","0","0","0","RareOrAllographCandidate"
"704","943","1","5.5E-05","0.999557","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"705","944","1","5.5E-05","0.999612","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","920","1","002","1","0","0","0","0","RareOrAllographCandidate"
"706","945","1","5.5E-05","0.999667","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"707","946","1","5.5E-05","0.999723","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"708","947","1","5.5E-05","0.999778","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","400","1","871","1","0","0","0","0","RareOrAllographCandidate"
"709","951","1","5.5E-05","0.999834","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","090","1","","0","0","0","0","0","RareOrAllographCandidate"
"710","952","1","5.5E-05","0.999889","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","740","1","740","1","0","0","0","0","RareOrAllographCandidate"
"711","953","1","5.5E-05","0.999945","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","817","1","","0","0","0","0","0","RareOrAllographCandidate"
"712","958","1","5.5E-05","1","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","220","1","741","1","0","0","0","0","RareOrAllographCandidate"
